5514
5514
5522
[0, 0, 1, 1000, 0, 0.0, 1.0, 0.5416666666666666]
Iteration 1, loss = 0.61661663
Iteration 378, loss = 0.43889666
Iteration 379, loss = 0.43799110
Iteration 380, loss = 0.43902951
Iteration 381, loss = 0.43521589
Iteration 382, loss = 0.43648594
Iteration 383, loss = 0.43610285
Iteration 384, loss = 0.43436817
Iteration 385, loss = 0.43485294
Iteration 386, loss = 0.43598744
Iteration 387, loss = 0.43744740
Iteration 388, loss = 0.43722911
Iteration 389, loss = 0.43609176
Iteration 390, loss = 0.43518434
Iteration 391, loss = 0.43732167
Iteration 392, loss = 0.43578109
Iteration 393, loss = 0.43629558
Iteration 394, loss = 0.43906996
Iteration 395, loss = 0.43815641
Iteration 396, loss = 0.44332485
Iteration 397, loss = 0.43664856
Iteration 398, loss = 0.43621655
Iteration 399, loss = 0.43430127
Iteration 400, loss = 0.43511941
Iteration 401, loss = 0.43515807
Iteration 402, loss = 0.44257270
Iteration 403, loss = 0.43857033
Iteration 404, loss = 0.44084964
Iteration 405, loss = 0.43504931
Iteration 406, loss = 0.43573548
Iteration 407, loss = 0.43482398
Iteration 408, loss = 0.43671970
Iteration 409, loss = 0.43830094
Iteration 410, loss = 0.43690876
Iteration 411, loss = 0.43898852
Iteration 412, loss = 0.43718437
Iteration 413, loss = 0.43424821
Iteration 414, loss = 0.43644149
Iteration 415, loss = 0.43499911
Iteration 416, loss = 0.43420325
Iteration 417, loss = 0.43487583
Iteration 418, loss = 0.44068378
Iteration 419, loss = 0.43444813
Iteration 420, loss = 0.43384806
Iteration 421, loss = 0.43257469
Iteration 422, loss = 0.43419532
Iteration 423, loss = 0.43490199
Iteration 424, loss = 0.43295931
Iteration 425, loss = 0.43445955
Iteration 426, loss = 0.43836585
Iteration 427, loss = 0.43375900
Iteration 428, loss = 0.43442418
Iteration 429, loss = 0.43433874
Iteration 430, loss = 0.43430019
Iteration 431, loss = 0.43437028
Iteration 432, loss = 0.43504190
Iteration 433, loss = 0.43406554
Iteration 434, loss = 0.43583049
Iteration 435, loss = 0.43494065
Iteration 436, loss = 0.43616474
Iteration 437, loss = 0.43358933
Iteration 438, loss = 0.43672770
Iteration 439, loss = 0.43240586
Iteration 440, loss = 0.43360587
Iteration 441, loss = 0.43359156
Iteration 442, loss = 0.43270866
Iteration 443, loss = 0.43450595
Iteration 444, loss = 0.43519893
Iteration 445, loss = 0.43383922
Iteration 446, loss = 0.43334669
Iteration 447, loss = 0.43367028
Iteration 448, loss = 0.43441261
Iteration 449, loss = 0.43289134
Iteration 450, loss = 0.43313282
Iteration 451, loss = 0.43539586
Iteration 452, loss = 0.43439164
Iteration 453, loss = 0.43382111
Iteration 454, loss = 0.43265879
Iteration 455, loss = 0.43500400
Iteration 456, loss = 0.43508292
Iteration 457, loss = 0.43746873
Iteration 458, loss = 0.44073004
Iteration 459, loss = 0.43476591
Iteration 460, loss = 0.43629381
Iteration 461, loss = 0.43447900
Iteration 462, loss = 0.43578609
Iteration 463, loss = 0.43510278
Iteration 464, loss = 0.43469496
Iteration 465, loss = 0.43468252
Iteration 466, loss = 0.43593578
Iteration 467, loss = 0.43324748
Iteration 468, loss = 0.43388104
Iteration 469, loss = 0.43507747
Iteration 470, loss = 0.43208621
Iteration 471, loss = 0.43309739
Iteration 472, loss = 0.43175287
Iteration 473, loss = 0.44179228
Iteration 474, loss = 0.43614504
Iteration 475, loss = 0.43153004
Iteration 476, loss = 0.43483409
Iteration 477, loss = 0.43503846
Iteration 478, loss = 0.43328962
Iteration 479, loss = 0.43336488
Iteration 480, loss = 0.43246255
Iteration 481, loss = 0.43282312
Iteration 482, loss = 0.43314548
Iteration 483, loss = 0.43400548
Iteration 484, loss = 0.43442149
Iteration 485, loss = 0.43281856
Iteration 486, loss = 0.43249768
Iteration 487, loss = 0.43158046
Iteration 488, loss = 0.43112410
Iteration 489, loss = 0.43227345
Iteration 490, loss = 0.43230750
Iteration 491, loss = 0.43597469
Iteration 492, loss = 0.43451622
Iteration 493, loss = 0.43144397
Iteration 494, loss = 0.43554448
Iteration 495, loss = 0.43467023
Iteration 496, loss = 0.43133739
Iteration 497, loss = 0.43153887
Iteration 498, loss = 0.43085011
Iteration 499, loss = 0.43120009
Iteration 500, loss = 0.43279567
Iteration 501, loss = 0.43206000
Iteration 502, loss = 0.43272482
Iteration 503, loss = 0.43350794
Iteration 504, loss = 0.43379439
Iteration 505, loss = 0.43366010
Iteration 506, loss = 0.43464507
Iteration 507, loss = 0.43310326
Iteration 508, loss = 0.43318151
Iteration 509, loss = 0.43298463
Iteration 510, loss = 0.43299899
Iteration 511, loss = 0.43221728
Iteration 512, loss = 0.43041552
Iteration 513, loss = 0.43215901
Iteration 514, loss = 0.43515153
Iteration 515, loss = 0.43467837
Iteration 516, loss = 0.43293885
Iteration 517, loss = 0.43034331
Iteration 518, loss = 0.43621799
Iteration 519, loss = 0.43412684
Iteration 520, loss = 0.43406680
Iteration 521, loss = 0.43450473
Iteration 522, loss = 0.43036915
Iteration 523, loss = 0.43021695
Iteration 524, loss = 0.43319002
Iteration 525, loss = 0.43223941
Iteration 526, loss = 0.43329306
Iteration 527, loss = 0.43494329
Iteration 528, loss = 0.43242569
Iteration 529, loss = 0.43056167
Iteration 530, loss = 0.43630522
Iteration 531, loss = 0.43159425
Iteration 532, loss = 0.43095547
Iteration 533, loss = 0.43165827
Iteration 534, loss = 0.43621388
Iteration 535, loss = 0.42926562
Iteration 536, loss = 0.42902241
Iteration 537, loss = 0.43126314
Iteration 538, loss = 0.43212211
Iteration 539, loss = 0.43077017
Iteration 540, loss = 0.43015153
Iteration 541, loss = 0.43111545
Iteration 542, loss = 0.42995694
Iteration 543, loss = 0.43046489
Iteration 544, loss = 0.43181955
Iteration 545, loss = 0.43257243
Iteration 546, loss = 0.43004675
Iteration 547, loss = 0.42988671
Iteration 548, loss = 0.43119604
Iteration 549, loss = 0.43016407
Iteration 550, loss = 0.43073386
Iteration 551, loss = 0.43127838
Iteration 552, loss = 0.43163993
Iteration 553, loss = 0.43204761
Iteration 554, loss = 0.43252874
Iteration 555, loss = 0.43096559
Iteration 556, loss = 0.43050652
Iteration 557, loss = 0.42947870
Iteration 558, loss = 0.43075550
Iteration 559, loss = 0.43333794
Iteration 560, loss = 0.42963273
Iteration 561, loss = 0.43150422
Iteration 562, loss = 0.43295141
Iteration 563, loss = 0.43117079
Iteration 564, loss = 0.43252766
Iteration 565, loss = 0.43124538
Iteration 566, loss = 0.42865054
Iteration 567, loss = 0.42989604
Iteration 568, loss = 0.43147060
Iteration 569, loss = 0.43574134
Iteration 570, loss = 0.42994303
Iteration 571, loss = 0.43081778
Iteration 572, loss = 0.43245115
Iteration 573, loss = 0.43459770
Iteration 574, loss = 0.43115598
Iteration 575, loss = 0.43195532
Iteration 576, loss = 0.43134864
Iteration 577, loss = 0.43205400
Iteration 578, loss = 0.43047944
Iteration 579, loss = 0.43191835
Iteration 580, loss = 0.42952503
Iteration 581, loss = 0.42924267
Iteration 582, loss = 0.42854584
Iteration 583, loss = 0.42807906
Iteration 584, loss = 0.43007420
Iteration 585, loss = 0.42962331
Iteration 586, loss = 0.42785971
Iteration 587, loss = 0.43648979
Iteration 588, loss = 0.43009307
Iteration 589, loss = 0.43099091
Iteration 590, loss = 0.43153714
Iteration 591, loss = 0.43009366
Iteration 592, loss = 0.42809812
Iteration 593, loss = 0.42914589
Iteration 594, loss = 0.42851657
Iteration 595, loss = 0.43217269
Iteration 596, loss = 0.42928788
Iteration 597, loss = 0.42926407
Iteration 598, loss = 0.42778368
Iteration 599, loss = 0.43076768
Iteration 600, loss = 0.42983198
Iteration 601, loss = 0.42908403
Iteration 602, loss = 0.42998832
Iteration 603, loss = 0.43079755
Iteration 604, loss = 0.42884525
Iteration 605, loss = 0.42776285
Iteration 606, loss = 0.43056066
Iteration 607, loss = 0.42834005
Iteration 608, loss = 0.42917382
Iteration 609, loss = 0.43180568
Iteration 610, loss = 0.43091582
Iteration 611, loss = 0.42946926
Iteration 612, loss = 0.42855659
Iteration 613, loss = 0.43067295
Iteration 614, loss = 0.43100845
Iteration 615, loss = 0.43337522
Iteration 616, loss = 0.43084746
Iteration 617, loss = 0.42796993
Iteration 618, loss = 0.43015871
Iteration 619, loss = 0.42935630
Iteration 620, loss = 0.42858436
Iteration 621, loss = 0.42910374
Iteration 622, loss = 0.43004767
Iteration 623, loss = 0.43370012
Iteration 624, loss = 0.42949776
Iteration 625, loss = 0.43049701
Iteration 626, loss = 0.42855522
Iteration 627, loss = 0.42796152
Iteration 628, loss = 0.42737905
Iteration 629, loss = 0.42846828
Iteration 630, loss = 0.43040210
Iteration 631, loss = 0.42890730
Iteration 632, loss = 0.42779708
Iteration 633, loss = 0.42776342
Iteration 634, loss = 0.42770517
Iteration 635, loss = 0.42704810
Iteration 636, loss = 0.42746711
Iteration 637, loss = 0.42833566
Iteration 638, loss = 0.42722173
Iteration 639, loss = 0.42697788
Iteration 640, loss = 0.43080840
Iteration 641, loss = 0.42875021
Iteration 642, loss = 0.42794317
Iteration 643, loss = 0.43184129
Iteration 644, loss = 0.42875614
Iteration 645, loss = 0.42836837
Iteration 646, loss = 0.42688832
Iteration 647, loss = 0.42855097
Iteration 648, loss = 0.42929954
Iteration 649, loss = 0.42833361
Iteration 650, loss = 0.42722633
Iteration 651, loss = 0.43018115
Iteration 652, loss = 0.42995378
Iteration 653, loss = 0.43361130
Iteration 654, loss = 0.42880621
Iteration 655, loss = 0.42787000
Iteration 656, loss = 0.42667655
Iteration 657, loss = 0.42672552
Iteration 658, loss = 0.42741201
Iteration 659, loss = 0.42976410
Iteration 660, loss = 0.43024813
Iteration 661, loss = 0.42573365
Iteration 662, loss = 0.42738851
Iteration 663, loss = 0.42634261
Iteration 664, loss = 0.42728807
Iteration 665, loss = 0.42704115
Iteration 666, loss = 0.42855269
Iteration 667, loss = 0.42808084
Iteration 668, loss = 0.42853250
Iteration 669, loss = 0.42793866
Iteration 670, loss = 0.42905816
Iteration 671, loss = 0.42903790
Iteration 672, loss = 0.42680095
Iteration 673, loss = 0.42767427
Iteration 674, loss = 0.42763939
Iteration 675, loss = 0.42606057
Iteration 676, loss = 0.42888260
Iteration 677, loss = 0.42755173
Iteration 678, loss = 0.42772468
Iteration 679, loss = 0.42611670
Iteration 680, loss = 0.42714396
Iteration 681, loss = 0.42757779
Iteration 682, loss = 0.42724704
Iteration 683, loss = 0.42896570
Iteration 684, loss = 0.42764621
Iteration 685, loss = 0.42642158
Iteration 686, loss = 0.42936526
Iteration 687, loss = 0.43055420
Iteration 688, loss = 0.42718833
Iteration 689, loss = 0.42465987
Iteration 690, loss = 0.42584415
Iteration 691, loss = 0.42615919
Iteration 692, loss = 0.43283714
Iteration 693, loss = 0.42925395
Iteration 694, loss = 0.42669446
Iteration 695, loss = 0.42865024
Iteration 696, loss = 0.42699004
Iteration 697, loss = 0.42469162
Iteration 698, loss = 0.42605588
Iteration 699, loss = 0.42719144
Iteration 700, loss = 0.42728123
Iteration 701, loss = 0.42637253
Iteration 702, loss = 0.42526802
Iteration 703, loss = 0.42446331
Iteration 704, loss = 0.42669949
Iteration 705, loss = 0.42492345
Iteration 706, loss = 0.42592045
Iteration 707, loss = 0.42921077
Iteration 708, loss = 0.42614188
Iteration 709, loss = 0.42680614
Iteration 710, loss = 0.42584936
Iteration 711, loss = 0.42611851
Iteration 712, loss = 0.42607014
Iteration 713, loss = 0.42535391
Iteration 714, loss = 0.42715085
Iteration 715, loss = 0.42546427
Iteration 716, loss = 0.42616103
Iteration 717, loss = 0.42737651
Iteration 718, loss = 0.42621213
Iteration 719, loss = 0.42717599
Iteration 720, loss = 0.42776721
Iteration 721, loss = 0.42554278
Iteration 722, loss = 0.42576089
Iteration 723, loss = 0.42493555
Iteration 724, loss = 0.42606713
Iteration 725, loss = 0.42465846
Iteration 726, loss = 0.42550890
Iteration 727, loss = 0.42404414
Iteration 728, loss = 0.42468732
Iteration 729, loss = 0.42532764
Iteration 730, loss = 0.42658999
Iteration 731, loss = 0.42726537
Iteration 732, loss = 0.42799426
Iteration 733, loss = 0.42670709
Iteration 734, loss = 0.42825813
Iteration 735, loss = 0.42558690
Iteration 736, loss = 0.42747473
Iteration 737, loss = 0.42938772
Iteration 738, loss = 0.42402854
Iteration 739, loss = 0.42384848
Iteration 740, loss = 0.42471891
Iteration 741, loss = 0.42493740
Iteration 742, loss = 0.42582096
Iteration 743, loss = 0.42511388
Iteration 744, loss = 0.42503709
Iteration 745, loss = 0.42284686
Iteration 746, loss = 0.42463774
Iteration 747, loss = 0.42541512
Iteration 748, loss = 0.42368294
Iteration 749, loss = 0.42600035
Iteration 750, loss = 0.42402776
Iteration 751, loss = 0.42435068
Iteration 752, loss = 0.42415553
Iteration 753, loss = 0.42420714
Iteration 754, loss = 0.42487875
Iteration 755, loss = 0.42346427
Iteration 756, loss = 0.42738721
Iteration 757, loss = 0.42437836
Iteration 758, loss = 0.42336343
Iteration 759, loss = 0.42447647
Iteration 760, loss = 0.42625679
Iteration 761, loss = 0.42564155
Iteration 762, loss = 0.42367431
Iteration 763, loss = 0.42452097
Iteration 764, loss = 0.42688527
Iteration 765, loss = 0.42198238
Iteration 766, loss = 0.42760245
Iteration 767, loss = 0.42515555
Iteration 768, loss = 0.42548537
Iteration 769, loss = 0.42432766
Iteration 770, loss = 0.42697073
Iteration 771, loss = 0.42374465
Iteration 772, loss = 0.42959917
Iteration 773, loss = 0.42751466
Iteration 774, loss = 0.42353529
Iteration 775, loss = 0.42410443
Iteration 776, loss = 0.42346009
Iteration 777, loss = 0.42461404
Iteration 778, loss = 0.42455856
Iteration 779, loss = 0.42675311
Iteration 780, loss = 0.42753629
Iteration 781, loss = 0.42282995
Iteration 782, loss = 0.42583725
Iteration 783, loss = 0.42346359
Iteration 784, loss = 0.42444733
Iteration 785, loss = 0.42470490
Iteration 786, loss = 0.42311213
Iteration 787, loss = 0.42369912
Iteration 788, loss = 0.42493903
Iteration 789, loss = 0.42509173
Iteration 790, loss = 0.42255389
Iteration 791, loss = 0.42353503
Iteration 792, loss = 0.42269337
Iteration 793, loss = 0.42278532
Iteration 794, loss = 0.42185797
Iteration 795, loss = 0.42614503
Iteration 796, loss = 0.42274898
Iteration 797, loss = 0.42308127
Iteration 798, loss = 0.42346362
Iteration 799, loss = 0.42458277
Iteration 800, loss = 0.42220894
Iteration 801, loss = 0.42185561
Iteration 802, loss = 0.42745105
Iteration 803, loss = 0.42416131
Iteration 804, loss = 0.42599870
Iteration 805, loss = 0.42567004
Iteration 806, loss = 0.42441345
Iteration 807, loss = 0.42225398
Iteration 808, loss = 0.42509387
Iteration 809, loss = 0.42678208
Iteration 810, loss = 0.42360728
Iteration 811, loss = 0.42382989
Iteration 812, loss = 0.42500544
Iteration 813, loss = 0.42374094
Iteration 814, loss = 0.42557918
Iteration 815, loss = 0.42521315
Iteration 816, loss = 0.42318711
Iteration 817, loss = 0.42437869
