5690
5690
5910
[0, 0, 1, 1000, 0, 0.5, 0.0, 0.5416666666666666]
Iteration 1, loss = 0.65760701
Iteration 68, loss = 0.53513858
Iteration 69, loss = 0.53463177
Iteration 70, loss = 0.53496530
Iteration 71, loss = 0.53574479
Iteration 72, loss = 0.53780651
Iteration 73, loss = 0.53435799
Iteration 74, loss = 0.53553003
Iteration 75, loss = 0.53371822
Iteration 76, loss = 0.53574223
Iteration 77, loss = 0.53365389
Iteration 78, loss = 0.53353716
Iteration 79, loss = 0.53390302
Iteration 80, loss = 0.53335417
Iteration 81, loss = 0.53540032
Iteration 82, loss = 0.53440259
Iteration 83, loss = 0.53373980
Iteration 84, loss = 0.53276045
Iteration 85, loss = 0.53341610
Iteration 86, loss = 0.53211140
Iteration 87, loss = 0.53202510
Iteration 88, loss = 0.53223269
Iteration 89, loss = 0.53194206
Iteration 90, loss = 0.53239543
Iteration 91, loss = 0.53364515
Iteration 92, loss = 0.53413794
Iteration 93, loss = 0.53238270
Iteration 94, loss = 0.53290394
Iteration 95, loss = 0.53131225
Iteration 96, loss = 0.53059001
Iteration 97, loss = 0.53123738
Iteration 98, loss = 0.53097903
Iteration 99, loss = 0.53210274
Iteration 100, loss = 0.53173307
Iteration 101, loss = 0.53286650
Iteration 102, loss = 0.53131157
Iteration 103, loss = 0.53196764
Iteration 104, loss = 0.53155805
Iteration 105, loss = 0.53174446
Iteration 106, loss = 0.53032370
Iteration 107, loss = 0.53036371
Iteration 108, loss = 0.53047057
Iteration 109, loss = 0.53098188
Iteration 110, loss = 0.53049387
Iteration 111, loss = 0.53048470
Iteration 112, loss = 0.52943559
Iteration 113, loss = 0.52997990
Iteration 114, loss = 0.52932496
Iteration 115, loss = 0.52892948
Iteration 116, loss = 0.52912609
Iteration 117, loss = 0.52966696
Iteration 118, loss = 0.52900706
Iteration 119, loss = 0.53381680
Iteration 120, loss = 0.53125675
Iteration 121, loss = 0.52924651
Iteration 122, loss = 0.52996571
Iteration 123, loss = 0.52865535
Iteration 124, loss = 0.52836021
Iteration 125, loss = 0.52888308
Iteration 126, loss = 0.52896127
Iteration 127, loss = 0.52797150
Iteration 128, loss = 0.52781672
Iteration 129, loss = 0.52838147
Iteration 130, loss = 0.53035469
Iteration 131, loss = 0.52805731
Iteration 132, loss = 0.52956515
Iteration 133, loss = 0.52847476
Iteration 134, loss = 0.52748252
Iteration 135, loss = 0.52980558
Iteration 136, loss = 0.52879030
Iteration 137, loss = 0.52801841
Iteration 138, loss = 0.52726369
Iteration 139, loss = 0.52700051
Iteration 140, loss = 0.52722536
Iteration 141, loss = 0.52707618
Iteration 142, loss = 0.52840411
Iteration 143, loss = 0.52699438
Iteration 144, loss = 0.52736190
Iteration 145, loss = 0.52671150
Iteration 146, loss = 0.52777591
Iteration 147, loss = 0.52826013
Iteration 148, loss = 0.52657620
Iteration 149, loss = 0.52619013
Iteration 150, loss = 0.52634252
Iteration 151, loss = 0.52759891
Iteration 152, loss = 0.52686838
Iteration 153, loss = 0.52835389
Iteration 154, loss = 0.53051931
Iteration 155, loss = 0.52615816
Iteration 156, loss = 0.52693286
Iteration 157, loss = 0.52657928
Iteration 158, loss = 0.52546904
Iteration 159, loss = 0.52517302
Iteration 160, loss = 0.52585964
Iteration 161, loss = 0.52621234
Iteration 162, loss = 0.52781445
Iteration 163, loss = 0.52989126
Iteration 164, loss = 0.52606728
Iteration 165, loss = 0.52480433
Iteration 166, loss = 0.52536736
Iteration 167, loss = 0.52594772
Iteration 168, loss = 0.52642352
Iteration 169, loss = 0.52435755
Iteration 170, loss = 0.52448631
Iteration 171, loss = 0.52482615
Iteration 172, loss = 0.52593638
Iteration 173, loss = 0.52502625
Iteration 174, loss = 0.52377824
Iteration 175, loss = 0.52582399
Iteration 176, loss = 0.52524567
Iteration 177, loss = 0.52546290
Iteration 178, loss = 0.52423519
Iteration 179, loss = 0.52397050
Iteration 180, loss = 0.52348107
Iteration 181, loss = 0.52380734
Iteration 182, loss = 0.52333907
Iteration 183, loss = 0.52478322
Iteration 184, loss = 0.52372180
Iteration 185, loss = 0.52244244
Iteration 186, loss = 0.52239267
Iteration 187, loss = 0.52335208
Iteration 188, loss = 0.52462045
Iteration 189, loss = 0.52471447
Iteration 190, loss = 0.52301442
Iteration 191, loss = 0.52143424
Iteration 192, loss = 0.52251377
Iteration 193, loss = 0.52336326
Iteration 194, loss = 0.52195134
Iteration 195, loss = 0.52234047
Iteration 196, loss = 0.52147432
Iteration 197, loss = 0.52442160
Iteration 198, loss = 0.52329085
Iteration 199, loss = 0.52270816
Iteration 200, loss = 0.52349659
Iteration 201, loss = 0.52392518
Iteration 202, loss = 0.52188216
Iteration 203, loss = 0.52335748
Iteration 204, loss = 0.52477319
Iteration 205, loss = 0.52341421
Iteration 206, loss = 0.52390939
Iteration 207, loss = 0.52227821
Iteration 208, loss = 0.52232506
Iteration 209, loss = 0.52150021
Iteration 210, loss = 0.52118997
Iteration 211, loss = 0.52199340
Iteration 212, loss = 0.52145484
Iteration 213, loss = 0.52105102
Iteration 214, loss = 0.52192374
Iteration 215, loss = 0.52147141
Iteration 216, loss = 0.52196397
Iteration 217, loss = 0.52032367
Iteration 218, loss = 0.52076107
Iteration 219, loss = 0.52392750
Iteration 220, loss = 0.52162148
Iteration 221, loss = 0.52060542
Iteration 222, loss = 0.51992405
Iteration 223, loss = 0.52006539
Iteration 224, loss = 0.52120053
Iteration 225, loss = 0.52027599
Iteration 226, loss = 0.52049518
Iteration 227, loss = 0.52405022
Iteration 228, loss = 0.52466864
Iteration 229, loss = 0.51984331
Iteration 230, loss = 0.52029696
Iteration 231, loss = 0.52259664
Iteration 232, loss = 0.52228218
Iteration 233, loss = 0.51878734
Iteration 234, loss = 0.51950540
Iteration 235, loss = 0.51910477
Iteration 236, loss = 0.51972511
Iteration 237, loss = 0.52142149
Iteration 238, loss = 0.52020426
Iteration 239, loss = 0.51941829
Iteration 240, loss = 0.52020100
Iteration 241, loss = 0.52066456
Iteration 242, loss = 0.51895344
Iteration 243, loss = 0.51955142
Iteration 244, loss = 0.52115751
Iteration 245, loss = 0.51829819
Iteration 246, loss = 0.51945818
Iteration 247, loss = 0.51956202
Iteration 248, loss = 0.51905484
Iteration 249, loss = 0.51727137
Iteration 250, loss = 0.51701604
Iteration 251, loss = 0.51806409
Iteration 252, loss = 0.51928635
Iteration 253, loss = 0.51873349
Iteration 254, loss = 0.51758424
Iteration 255, loss = 0.51742197
Iteration 256, loss = 0.51909259
Iteration 257, loss = 0.51864041
Iteration 258, loss = 0.51851811
Iteration 259, loss = 0.51931560
Iteration 260, loss = 0.51978069
Iteration 261, loss = 0.51894738
Iteration 262, loss = 0.51909127
Iteration 263, loss = 0.51799326
Iteration 264, loss = 0.51748858
Iteration 265, loss = 0.51743298
Iteration 266, loss = 0.51705137
Iteration 267, loss = 0.51767564
Iteration 268, loss = 0.51811882
Iteration 269, loss = 0.52142981
Iteration 270, loss = 0.51977127
Iteration 271, loss = 0.51709130
Iteration 272, loss = 0.51617611
Iteration 273, loss = 0.51727669
Iteration 274, loss = 0.51840195
Iteration 275, loss = 0.52151369
Iteration 276, loss = 0.51905413
Iteration 277, loss = 0.52037662
Iteration 278, loss = 0.51690021
Iteration 279, loss = 0.51562950
Iteration 280, loss = 0.51740375
Iteration 281, loss = 0.51896320
Iteration 282, loss = 0.51818224
Iteration 283, loss = 0.51574904
Iteration 284, loss = 0.51614412
Iteration 285, loss = 0.51586491
Iteration 286, loss = 0.51535334
Iteration 287, loss = 0.51697856
Iteration 288, loss = 0.51455399
Iteration 289, loss = 0.51590849
Iteration 290, loss = 0.51559797
Iteration 291, loss = 0.51845310
Iteration 292, loss = 0.51633346
Iteration 293, loss = 0.51562416
Iteration 294, loss = 0.51645039
Iteration 295, loss = 0.51445864
Iteration 296, loss = 0.51471539
Iteration 297, loss = 0.51640289
Iteration 298, loss = 0.51742293
Iteration 299, loss = 0.51868059
Iteration 300, loss = 0.51423881
Iteration 301, loss = 0.51478032
Iteration 302, loss = 0.51561080
Iteration 303, loss = 0.51507805
Iteration 304, loss = 0.51532258
Iteration 305, loss = 0.51571396
Iteration 306, loss = 0.51846675
Iteration 307, loss = 0.51449948
Iteration 308, loss = 0.51554357
Iteration 309, loss = 0.51521804
Iteration 310, loss = 0.51486156
Iteration 311, loss = 0.51447575
Iteration 312, loss = 0.51376980
Iteration 313, loss = 0.51474922
Iteration 314, loss = 0.51446769
Iteration 315, loss = 0.51510327
Iteration 316, loss = 0.51679397
Iteration 317, loss = 0.51510323
Iteration 318, loss = 0.51449134
Iteration 319, loss = 0.51518550
Iteration 320, loss = 0.51578381
Iteration 321, loss = 0.51521532
Iteration 322, loss = 0.51414067
Iteration 323, loss = 0.51334829
Iteration 324, loss = 0.51524881
Iteration 325, loss = 0.51313135
Iteration 326, loss = 0.51456720
Iteration 327, loss = 0.51932478
Iteration 328, loss = 0.51504964
Iteration 329, loss = 0.51354166
Iteration 330, loss = 0.51430906
Iteration 331, loss = 0.51447615
Iteration 332, loss = 0.51320925
Iteration 333, loss = 0.51616717
Iteration 334, loss = 0.51330114
Iteration 335, loss = 0.51382683
Iteration 336, loss = 0.51525313
Iteration 337, loss = 0.51631336
Iteration 338, loss = 0.51744049
Iteration 339, loss = 0.51291975
Iteration 340, loss = 0.51403889
Iteration 341, loss = 0.51354135
Iteration 342, loss = 0.51352045
Iteration 343, loss = 0.51610202
Iteration 344, loss = 0.51340287
Iteration 345, loss = 0.51558725
Iteration 346, loss = 0.51332018
Iteration 347, loss = 0.51292049
Iteration 348, loss = 0.51818666
Iteration 349, loss = 0.52035615
Iteration 350, loss = 0.51771146
Iteration 351, loss = 0.51455846
Iteration 352, loss = 0.51382390
Iteration 353, loss = 0.51667837
Iteration 354, loss = 0.51307626
Iteration 355, loss = 0.51239388
Iteration 356, loss = 0.51401288
Iteration 357, loss = 0.51264976
Iteration 358, loss = 0.51300895
Iteration 359, loss = 0.51291861
Iteration 360, loss = 0.51092840
Iteration 361, loss = 0.51157537
Iteration 362, loss = 0.51360700
Iteration 363, loss = 0.51154223
Iteration 364, loss = 0.51409283
Iteration 365, loss = 0.51433768
Iteration 366, loss = 0.51321458
Iteration 367, loss = 0.51342397
Iteration 368, loss = 0.51198625
Iteration 369, loss = 0.51285228
Iteration 370, loss = 0.51187063
Iteration 371, loss = 0.51232901
Iteration 372, loss = 0.51660225
Iteration 373, loss = 0.51461337
Iteration 374, loss = 0.51433106
Iteration 375, loss = 0.51124710
Iteration 376, loss = 0.51224103
Iteration 377, loss = 0.51102704
Iteration 378, loss = 0.51770482
Iteration 379, loss = 0.51522688
Iteration 380, loss = 0.51088639
Iteration 381, loss = 0.51160859
Iteration 382, loss = 0.51141710
Iteration 383, loss = 0.51192964
Iteration 384, loss = 0.51270038
Iteration 385, loss = 0.51180272
Iteration 386, loss = 0.51302843
Iteration 387, loss = 0.51114062
Iteration 388, loss = 0.51326319
Iteration 389, loss = 0.51267447
Iteration 390, loss = 0.51170668
Iteration 391, loss = 0.51118113
Iteration 392, loss = 0.51028022
Iteration 393, loss = 0.51228890
Iteration 394, loss = 0.51077474
Iteration 395, loss = 0.51189542
Iteration 396, loss = 0.50983343
Iteration 397, loss = 0.50979153
Iteration 398, loss = 0.51253696
Iteration 399, loss = 0.51315676
Iteration 400, loss = 0.50999625
Iteration 401, loss = 0.51233440
Iteration 402, loss = 0.51004547
Iteration 403, loss = 0.51070406
Iteration 404, loss = 0.51001344
Iteration 405, loss = 0.51103951
Iteration 406, loss = 0.51011476
Iteration 407, loss = 0.51052920
Iteration 408, loss = 0.51177420
Iteration 409, loss = 0.51184676
Iteration 410, loss = 0.50980744
Iteration 411, loss = 0.51071015
Iteration 412, loss = 0.50894664
Iteration 413, loss = 0.51030747
Iteration 414, loss = 0.50995767
Iteration 415, loss = 0.50977384
Iteration 416, loss = 0.51064137
Iteration 417, loss = 0.50940921
Iteration 418, loss = 0.50987183
Iteration 419, loss = 0.50879182
Iteration 420, loss = 0.51262099
Iteration 421, loss = 0.51166932
Iteration 422, loss = 0.51013186
Iteration 423, loss = 0.51109427
Iteration 424, loss = 0.51026584
Iteration 425, loss = 0.51017149
Iteration 426, loss = 0.51086455
Iteration 427, loss = 0.51133004
Iteration 428, loss = 0.51133544
Iteration 429, loss = 0.50962105
Iteration 430, loss = 0.51281202
Iteration 431, loss = 0.51031033
Iteration 432, loss = 0.50959046
Iteration 433, loss = 0.51074944
Iteration 434, loss = 0.51021800
Iteration 435, loss = 0.51042723
Iteration 436, loss = 0.50895162
Iteration 437, loss = 0.50804569
Iteration 438, loss = 0.50930454
Iteration 439, loss = 0.50950810
Iteration 440, loss = 0.51162268
Iteration 441, loss = 0.51345461
Iteration 442, loss = 0.51353512
Iteration 443, loss = 0.51065239
Iteration 444, loss = 0.50993078
Iteration 445, loss = 0.51021878
Iteration 446, loss = 0.51116656
Iteration 447, loss = 0.50871904
Iteration 448, loss = 0.50994632
Iteration 449, loss = 0.51282114
Iteration 450, loss = 0.50902551
Iteration 451, loss = 0.50822435
Iteration 452, loss = 0.50869888
Iteration 453, loss = 0.50864429
Iteration 454, loss = 0.50868191
Iteration 455, loss = 0.50991420
Iteration 456, loss = 0.50812044
Iteration 457, loss = 0.50983980
Iteration 458, loss = 0.50907112
Iteration 459, loss = 0.50773147
Iteration 460, loss = 0.50907349
Iteration 461, loss = 0.50842507
Iteration 462, loss = 0.50904756
Iteration 463, loss = 0.50935296
Iteration 464, loss = 0.50895010
Iteration 465, loss = 0.51004965
Iteration 466, loss = 0.50960652
Iteration 467, loss = 0.50862556
Iteration 468, loss = 0.50850936
Iteration 469, loss = 0.50944099
Iteration 470, loss = 0.51129614
Iteration 471, loss = 0.50971362
Iteration 472, loss = 0.50745193
Iteration 473, loss = 0.50916538
Iteration 474, loss = 0.50855234
Iteration 475, loss = 0.50907914
Iteration 476, loss = 0.50767024
Iteration 477, loss = 0.50994990
Iteration 478, loss = 0.51077078
Iteration 479, loss = 0.50901265
Iteration 480, loss = 0.50774429
Iteration 481, loss = 0.50913274
Iteration 482, loss = 0.51001790
Iteration 483, loss = 0.50751351
Iteration 484, loss = 0.51065009
Iteration 485, loss = 0.50878679
Iteration 486, loss = 0.50914824
Iteration 487, loss = 0.50676830
Iteration 488, loss = 0.50762879
Iteration 489, loss = 0.50808102
Iteration 490, loss = 0.50856463
Iteration 491, loss = 0.50729820
Iteration 492, loss = 0.50715706
Iteration 493, loss = 0.50971926
Iteration 494, loss = 0.50923765
Iteration 495, loss = 0.50783856
Iteration 496, loss = 0.50982256
Iteration 497, loss = 0.50804185
Iteration 498, loss = 0.50873403
Iteration 499, loss = 0.50775292
Iteration 500, loss = 0.50757658
Iteration 501, loss = 0.50819506
Iteration 502, loss = 0.50767791
Iteration 503, loss = 0.50744732
Iteration 504, loss = 0.50844445
Iteration 505, loss = 0.50705167
Iteration 506, loss = 0.50638505
Iteration 507, loss = 0.50943115
Iteration 508, loss = 0.50657675
Iteration 509, loss = 0.50629178
Iteration 510, loss = 0.50729305
Iteration 511, loss = 0.50800894
Iteration 512, loss = 0.50611104
Iteration 513, loss = 0.50638213
Iteration 514, loss = 0.50561835
Iteration 515, loss = 0.50626406
Iteration 516, loss = 0.50759510
Iteration 517, loss = 0.50830491
Iteration 518, loss = 0.50599459
Iteration 519, loss = 0.50571347
Iteration 520, loss = 0.50591692
Iteration 521, loss = 0.50852156
Iteration 522, loss = 0.50694784
Iteration 523, loss = 0.50616236
Iteration 524, loss = 0.50834961
Iteration 525, loss = 0.50610318
Iteration 526, loss = 0.50513263
Iteration 527, loss = 0.50649373
Iteration 528, loss = 0.50772024
Iteration 529, loss = 0.50589960
Iteration 530, loss = 0.50761711
Iteration 531, loss = 0.50734481
Iteration 532, loss = 0.50540737
Iteration 533, loss = 0.50621837
Iteration 534, loss = 0.50769877
Iteration 535, loss = 0.50704110
Iteration 536, loss = 0.50524169
Iteration 537, loss = 0.50426611
Iteration 538, loss = 0.50569857
Iteration 539, loss = 0.50562664
Iteration 540, loss = 0.50696757
Iteration 541, loss = 0.50657412
Iteration 542, loss = 0.50660925
Iteration 543, loss = 0.50587442
Iteration 544, loss = 0.50538422
Iteration 545, loss = 0.50542879
Iteration 546, loss = 0.50461474
Iteration 547, loss = 0.50626738
Iteration 548, loss = 0.50488831
Iteration 549, loss = 0.50478384
Iteration 550, loss = 0.50684299
Iteration 551, loss = 0.50664573
Iteration 552, loss = 0.50669393
Iteration 553, loss = 0.50720296
Iteration 554, loss = 0.50735450
Iteration 555, loss = 0.51000872
Iteration 556, loss = 0.50618706
Iteration 557, loss = 0.50578129
Iteration 558, loss = 0.50630374
Iteration 559, loss = 0.50680031
Iteration 560, loss = 0.50671665
Iteration 561, loss = 0.50285741
Iteration 562, loss = 0.50422445
Iteration 563, loss = 0.50556961
Iteration 564, loss = 0.50598832
Iteration 565, loss = 0.50733839
Iteration 566, loss = 0.50609971
Iteration 567, loss = 0.50848077
Iteration 568, loss = 0.50885567
Iteration 569, loss = 0.50605289
Iteration 570, loss = 0.50453058
Iteration 571, loss = 0.50541082
Iteration 572, loss = 0.50674485
Iteration 573, loss = 0.50411364
Iteration 574, loss = 0.50636514
Iteration 575, loss = 0.50583646
Iteration 576, loss = 0.50523590
Iteration 577, loss = 0.50426610
Iteration 578, loss = 0.50525656
Iteration 579, loss = 0.50641548
Iteration 580, loss = 0.50632291
Iteration 581, loss = 0.50528278
Iteration 582, loss = 0.50576567
Iteration 583, loss = 0.50478242
Iteration 584, loss = 0.50599607
Iteration 585, loss = 0.50764691
Iteration 586, loss = 0.50475183
Iteration 587, loss = 0.50441681
Iteration 588, loss = 0.50599775
Iteration 589, loss = 0.50531300
Iteration 590, loss = 0.50837737
Iteration 591, loss = 0.50424158
Iteration 592, loss = 0.50390000
Iteration 593, loss = 0.50184485
Iteration 594, loss = 0.50551747
Iteration 595, loss = 0.50581904
Iteration 596, loss = 0.50558080
Iteration 597, loss = 0.50554016
Iteration 598, loss = 0.50367082
Iteration 599, loss = 0.50496333
Iteration 600, loss = 0.50275362
Iteration 601, loss = 0.50495857
Iteration 602, loss = 0.50722880
Iteration 603, loss = 0.50542908
Iteration 604, loss = 0.50491862
Iteration 605, loss = 0.50545303
Iteration 606, loss = 0.50374341
Iteration 607, loss = 0.50308030
Iteration 608, loss = 0.50453337
Iteration 609, loss = 0.50386585
Iteration 610, loss = 0.50347806
Iteration 611, loss = 0.50310144
Iteration 612, loss = 0.50497739
Iteration 613, loss = 0.50428242
Iteration 614, loss = 0.50294646
Iteration 615, loss = 0.50226656
Iteration 616, loss = 0.50425913
Iteration 617, loss = 0.50403957
Iteration 618, loss = 0.50406460
Iteration 619, loss = 0.50575942
Iteration 620, loss = 0.50308535
Iteration 621, loss = 0.50311849
Iteration 622, loss = 0.50257364
Iteration 623, loss = 0.50330541
Iteration 624, loss = 0.50425477
Iteration 625, loss = 0.50477617
Iteration 626, loss = 0.50407155
Iteration 627, loss = 0.50502106
Iteration 628, loss = 0.50395951
Iteration 629, loss = 0.50301064
Iteration 630, loss = 0.50494725
Iteration 631, loss = 0.50362200
Iteration 632, loss = 0.50323651
Iteration 633, loss = 0.50479986
Iteration 634, loss = 0.50400796
Iteration 635, loss = 0.50602381
Iteration 636, loss = 0.50463762
Iteration 637, loss = 0.50370651
Iteration 638, loss = 0.50255162
Iteration 639, loss = 0.50308868
Iteration 640, loss = 0.50129116
Iteration 641, loss = 0.50503313
Iteration 642, loss = 0.50224608
Iteration 643, loss = 0.50343359
Iteration 644, loss = 0.50574968
Iteration 645, loss = 0.50492800
Iteration 646, loss = 0.50471548
Iteration 647, loss = 0.50386705
Iteration 648, loss = 0.50360042
Iteration 649, loss = 0.50353905
Iteration 650, loss = 0.50308385
Iteration 651, loss = 0.50303785
Iteration 652, loss = 0.50428764
Iteration 653, loss = 0.50495541
Iteration 654, loss = 0.50258084
Iteration 655, loss = 0.50385191
Iteration 656, loss = 0.50301755
Iteration 657, loss = 0.50474212
Iteration 658, loss = 0.50259506
Iteration 659, loss = 0.50264396
Iteration 660, loss = 0.50404348
Iteration 661, loss = 0.50127404
Iteration 662, loss = 0.50099986
Iteration 663, loss = 0.50232183
Iteration 664, loss = 0.50242315
Iteration 665, loss = 0.50082944
Iteration 666, loss = 0.50164910
Iteration 667, loss = 0.50618340
Iteration 668, loss = 0.50500192
Iteration 669, loss = 0.50282778
Iteration 670, loss = 0.50092535
Iteration 671, loss = 0.50283112
Iteration 672, loss = 0.50467687
Iteration 673, loss = 0.50305801
Iteration 674, loss = 0.50346242
Iteration 675, loss = 0.50310575
Iteration 676, loss = 0.50461269
Iteration 677, loss = 0.50049038
Iteration 678, loss = 0.50361091
Iteration 679, loss = 0.50117350
Iteration 680, loss = 0.50322424
Iteration 681, loss = 0.50301554
Iteration 682, loss = 0.50378946
Iteration 683, loss = 0.50182655
Iteration 684, loss = 0.50214217
Iteration 685, loss = 0.50312168
Iteration 686, loss = 0.50255999
Iteration 687, loss = 0.50241280
Iteration 688, loss = 0.50160555
Iteration 689, loss = 0.50208416
Iteration 690, loss = 0.50244703
Iteration 691, loss = 0.50169445
Iteration 692, loss = 0.50206456
Iteration 693, loss = 0.50271098
Iteration 694, loss = 0.50075927
Iteration 695, loss = 0.50179302
Iteration 696, loss = 0.50181112
Iteration 697, loss = 0.50157487
Iteration 698, loss = 0.50222911
Iteration 699, loss = 0.50221296
Iteration 700, loss = 0.50322735
Iteration 701, loss = 0.50323776
Iteration 702, loss = 0.50414037
Iteration 703, loss = 0.50553931
Iteration 704, loss = 0.50222177
Iteration 705, loss = 0.50543018
Iteration 706, loss = 0.50354987
Iteration 707, loss = 0.50473416
Iteration 708, loss = 0.50437258
Iteration 709, loss = 0.50207642
Iteration 710, loss = 0.50160006
Iteration 711, loss = 0.50147296
Iteration 712, loss = 0.50115853
Iteration 713, loss = 0.49970737
Iteration 714, loss = 0.50091107
Iteration 715, loss = 0.49933146
Iteration 716, loss = 0.50121521
Iteration 717, loss = 0.50163568
Iteration 718, loss = 0.50086785
Iteration 719, loss = 0.50176150
Iteration 720, loss = 0.50125091
Iteration 721, loss = 0.50266123
Iteration 722, loss = 0.50315601
Iteration 723, loss = 0.50210163
Iteration 724, loss = 0.50052109
Iteration 725, loss = 0.50577200
Iteration 726, loss = 0.50211686
Iteration 727, loss = 0.50371464
Iteration 728, loss = 0.50577497
Iteration 729, loss = 0.50232755
Iteration 730, loss = 0.50152876
Iteration 731, loss = 0.50088620
Iteration 732, loss = 0.50012356
Iteration 733, loss = 0.50107784
Iteration 734, loss = 0.50034473
Iteration 735, loss = 0.50010335
Iteration 736, loss = 0.50142547
Iteration 737, loss = 0.50118140
Iteration 738, loss = 0.50083692
Iteration 739, loss = 0.50221114
Iteration 740, loss = 0.50117512
Iteration 741, loss = 0.50052752
Iteration 742, loss = 0.50191023
Iteration 743, loss = 0.49920513
Iteration 744, loss = 0.50157723
Iteration 745, loss = 0.50002646
Iteration 746, loss = 0.50012397
Iteration 747, loss = 0.50239016
Iteration 748, loss = 0.49896206
Iteration 749, loss = 0.50110332
Iteration 750, loss = 0.50063234
Iteration 751, loss = 0.50016570
Iteration 752, loss = 0.49988024
Iteration 753, loss = 0.50216252
Iteration 754, loss = 0.50088496
Iteration 755, loss = 0.50060376
Iteration 756, loss = 0.50240332
Iteration 757, loss = 0.49965059
Iteration 758, loss = 0.49870672
Iteration 759, loss = 0.50107021
Iteration 760, loss = 0.50102057
Iteration 761, loss = 0.50338926
Iteration 762, loss = 0.50030570
Iteration 763, loss = 0.50143841
Iteration 764, loss = 0.50362671
Iteration 765, loss = 0.50072888
Iteration 766, loss = 0.49933263
Iteration 767, loss = 0.49947300
Iteration 768, loss = 0.50165410
Iteration 769, loss = 0.50010211
Iteration 770, loss = 0.50201113
Iteration 771, loss = 0.50274095
Iteration 772, loss = 0.49941160
Iteration 773, loss = 0.49990964
Iteration 774, loss = 0.50062858
Iteration 775, loss = 0.50133969
Iteration 776, loss = 0.50061327
Iteration 777, loss = 0.50117119
Iteration 778, loss = 0.49932061
Iteration 779, loss = 0.49997479
Iteration 780, loss = 0.50387349
Iteration 781, loss = 0.50106261
Iteration 782, loss = 0.50302456
Iteration 783, loss = 0.50119801
Iteration 784, loss = 0.49943899
Iteration 785, loss = 0.49927541
Iteration 786, loss = 0.49954162
Iteration 787, loss = 0.49757334
Iteration 788, loss = 0.49983008
Iteration 789, loss = 0.49886838
Iteration 790, loss = 0.50040171
Iteration 791, loss = 0.49887633
Iteration 792, loss = 0.49915257
Iteration 793, loss = 0.49905861
Iteration 794, loss = 0.50069125
Iteration 795, loss = 0.49836507
Iteration 796, loss = 0.49999961
Iteration 797, loss = 0.50175552
Iteration 798, loss = 0.50084859
Iteration 799, loss = 0.49982125
Iteration 800, loss = 0.49966642
Iteration 801, loss = 0.49969963
Iteration 802, loss = 0.50371804
Iteration 803, loss = 0.49957230
Iteration 804, loss = 0.49880114
Iteration 805, loss = 0.49962438
Iteration 806, loss = 0.50083402
Iteration 807, loss = 0.49981362
Iteration 808, loss = 0.50121728
Iteration 809, loss = 0.49975622
Iteration 810, loss = 0.49990905
Iteration 811, loss = 0.49980924
Iteration 812, loss = 0.49953414
Iteration 813, loss = 0.49847184
Iteration 814, loss = 0.50048847
Iteration 815, loss = 0.50089995
Iteration 816, loss = 0.50104662
Iteration 817, loss = 0.50044985
