5690
5690
5910
[0, 0, 1, 1000, 0, 0.5, 0.0, 0.5416666666666666]
Iteration 1, loss = 0.70639297
Iteration 532, loss = 0.53455937
Iteration 533, loss = 0.53482487
Iteration 534, loss = 0.53434004
Iteration 535, loss = 0.53409225
Iteration 536, loss = 0.53475582
Iteration 537, loss = 0.53475255
Iteration 538, loss = 0.53437098
Iteration 539, loss = 0.53441903
Iteration 540, loss = 0.53406331
Iteration 541, loss = 0.53454333
Iteration 542, loss = 0.53440520
Iteration 543, loss = 0.53482269
Iteration 544, loss = 0.53447318
Iteration 545, loss = 0.53444540
Iteration 546, loss = 0.53427174
Iteration 547, loss = 0.53437464
Iteration 548, loss = 0.53508558
Iteration 549, loss = 0.53394209
Iteration 550, loss = 0.53416830
Iteration 551, loss = 0.53392228
Iteration 552, loss = 0.53455192
Iteration 553, loss = 0.53498431
Iteration 554, loss = 0.53426786
Iteration 555, loss = 0.53400819
Iteration 556, loss = 0.53443664
Iteration 557, loss = 0.53402620
Iteration 558, loss = 0.53406746
Iteration 559, loss = 0.53421321
Iteration 560, loss = 0.53406601
Iteration 561, loss = 0.53367901
Iteration 562, loss = 0.53390590
Iteration 563, loss = 0.53417571
Iteration 564, loss = 0.53413729
Iteration 565, loss = 0.53350229
Iteration 566, loss = 0.53394273
Iteration 567, loss = 0.53495496
Iteration 568, loss = 0.53368590
Iteration 569, loss = 0.53383264
Iteration 570, loss = 0.53408175
Iteration 571, loss = 0.53371248
Iteration 572, loss = 0.53357502
Iteration 573, loss = 0.53413743
Iteration 574, loss = 0.53396411
Iteration 575, loss = 0.53341310
Iteration 576, loss = 0.53376437
Iteration 577, loss = 0.53377768
Iteration 578, loss = 0.53395779
Iteration 579, loss = 0.53363583
Iteration 580, loss = 0.53377914
Iteration 581, loss = 0.53472579
Iteration 582, loss = 0.53422535
Iteration 583, loss = 0.53410764
Iteration 584, loss = 0.53323055
Iteration 585, loss = 0.53323511
Iteration 586, loss = 0.53359704
Iteration 587, loss = 0.53326793
Iteration 588, loss = 0.53365159
Iteration 589, loss = 0.53365389
Iteration 590, loss = 0.53396691
Iteration 591, loss = 0.53366501
Iteration 592, loss = 0.53352258
Iteration 593, loss = 0.53374769
Iteration 594, loss = 0.53352964
Iteration 595, loss = 0.53387114
Iteration 596, loss = 0.53350108
Iteration 597, loss = 0.53350003
Iteration 598, loss = 0.53362686
Iteration 599, loss = 0.53374956
Iteration 600, loss = 0.53310872
Iteration 601, loss = 0.53296447
Iteration 602, loss = 0.53316741
Iteration 603, loss = 0.53293869
Iteration 604, loss = 0.53312392
Iteration 605, loss = 0.53375959
Iteration 606, loss = 0.53322942
Iteration 607, loss = 0.53350534
Iteration 608, loss = 0.53327158
Iteration 609, loss = 0.53393812
Iteration 610, loss = 0.53416082
Iteration 611, loss = 0.53313302
Iteration 612, loss = 0.53324179
Iteration 613, loss = 0.53360668
Iteration 614, loss = 0.53362378
Iteration 615, loss = 0.53409366
Iteration 616, loss = 0.53289630
Iteration 617, loss = 0.53361398
Iteration 618, loss = 0.53362825
Iteration 619, loss = 0.53316993
Iteration 620, loss = 0.53284008
Iteration 621, loss = 0.53307396
Iteration 622, loss = 0.53276313
Iteration 623, loss = 0.53382050
Iteration 624, loss = 0.53292042
Iteration 625, loss = 0.53346506
Iteration 626, loss = 0.53357006
Iteration 627, loss = 0.53336328
Iteration 628, loss = 0.53311065
Iteration 629, loss = 0.53370277
Iteration 630, loss = 0.53310210
Iteration 631, loss = 0.53341776
Iteration 632, loss = 0.53273081
Iteration 633, loss = 0.53282622
Iteration 634, loss = 0.53426826
Iteration 635, loss = 0.53311331
Iteration 636, loss = 0.53302685
Iteration 637, loss = 0.53286550
Iteration 638, loss = 0.53285101
Iteration 639, loss = 0.53306083
Iteration 640, loss = 0.53268525
Iteration 641, loss = 0.53286522
Iteration 642, loss = 0.53272360
Iteration 643, loss = 0.53268612
Iteration 644, loss = 0.53251307
Iteration 645, loss = 0.53258989
Iteration 646, loss = 0.53283454
Iteration 647, loss = 0.53270769
Iteration 648, loss = 0.53411647
Iteration 649, loss = 0.53323534
Iteration 650, loss = 0.53419158
Iteration 651, loss = 0.53335894
Iteration 652, loss = 0.53277948
Iteration 653, loss = 0.53242331
Iteration 654, loss = 0.53239361
Iteration 655, loss = 0.53326435
Iteration 656, loss = 0.53272519
Iteration 657, loss = 0.53353727
Iteration 658, loss = 0.53274769
Iteration 659, loss = 0.53301846
Iteration 660, loss = 0.53265039
Iteration 661, loss = 0.53250703
Iteration 662, loss = 0.53332304
Iteration 663, loss = 0.53313869
Iteration 664, loss = 0.53235718
Iteration 665, loss = 0.53249495
Iteration 666, loss = 0.53241090
Iteration 667, loss = 0.53233474
Iteration 668, loss = 0.53263640
Iteration 669, loss = 0.53298041
Iteration 670, loss = 0.53274280
Iteration 671, loss = 0.53240072
Iteration 672, loss = 0.53238238
Iteration 673, loss = 0.53244722
Iteration 674, loss = 0.53239670
Iteration 675, loss = 0.53236208
Iteration 676, loss = 0.53262648
Iteration 677, loss = 0.53222110
Iteration 678, loss = 0.53221222
Iteration 679, loss = 0.53280147
Iteration 680, loss = 0.53319661
Iteration 681, loss = 0.53267910
Iteration 682, loss = 0.53249221
Iteration 683, loss = 0.53277305
Iteration 684, loss = 0.53252585
Iteration 685, loss = 0.53242521
Iteration 686, loss = 0.53223527
Iteration 687, loss = 0.53324047
Iteration 688, loss = 0.53276989
Iteration 689, loss = 0.53198486
Iteration 690, loss = 0.53265795
Iteration 691, loss = 0.53328852
Iteration 692, loss = 0.53325010
Iteration 693, loss = 0.53227959
Iteration 694, loss = 0.53219782
Iteration 695, loss = 0.53247010
Iteration 696, loss = 0.53211525
Iteration 697, loss = 0.53231112
Iteration 698, loss = 0.53332152
Iteration 699, loss = 0.53221448
Iteration 700, loss = 0.53191250
Iteration 701, loss = 0.53196218
Iteration 702, loss = 0.53249835
Iteration 703, loss = 0.53250048
Iteration 704, loss = 0.53212081
Iteration 705, loss = 0.53234322
Iteration 706, loss = 0.53191516
Iteration 707, loss = 0.53234777
Iteration 708, loss = 0.53202671
Iteration 709, loss = 0.53234973
Iteration 710, loss = 0.53193641
Iteration 711, loss = 0.53191815
Iteration 712, loss = 0.53199844
Iteration 713, loss = 0.53211164
Iteration 714, loss = 0.53261499
Iteration 715, loss = 0.53177238
Iteration 716, loss = 0.53217849
Iteration 717, loss = 0.53183153
Iteration 718, loss = 0.53197316
Iteration 719, loss = 0.53172464
Iteration 720, loss = 0.53230345
Iteration 721, loss = 0.53250449
Iteration 722, loss = 0.53203653
Iteration 723, loss = 0.53207405
Iteration 724, loss = 0.53178806
Iteration 725, loss = 0.53171090
Iteration 726, loss = 0.53204622
Iteration 727, loss = 0.53170533
Iteration 728, loss = 0.53179752
Iteration 729, loss = 0.53154595
Iteration 730, loss = 0.53172074
Iteration 731, loss = 0.53185076
Iteration 732, loss = 0.53191572
Iteration 733, loss = 0.53204428
Iteration 734, loss = 0.53188664
Iteration 735, loss = 0.53247467
Iteration 736, loss = 0.53201189
Iteration 737, loss = 0.53214539
Iteration 738, loss = 0.53354648
Iteration 739, loss = 0.53216342
Iteration 740, loss = 0.53209856
Iteration 741, loss = 0.53218518
Iteration 742, loss = 0.53167688
Iteration 743, loss = 0.53143054
Iteration 744, loss = 0.53181023
Iteration 745, loss = 0.53278924
Iteration 746, loss = 0.53251511
Iteration 747, loss = 0.53213467
Iteration 748, loss = 0.53165675
Iteration 749, loss = 0.53206119
Iteration 750, loss = 0.53157837
Iteration 751, loss = 0.53150694
Iteration 752, loss = 0.53163552
Iteration 753, loss = 0.53168352
Iteration 754, loss = 0.53147408
Iteration 755, loss = 0.53151102
Iteration 756, loss = 0.53153326
Iteration 757, loss = 0.53178938
Iteration 758, loss = 0.53133456
Iteration 759, loss = 0.53126320
Iteration 760, loss = 0.53186289
Iteration 761, loss = 0.53215544
Iteration 762, loss = 0.53223823
Iteration 763, loss = 0.53259124
Iteration 764, loss = 0.53140420
Iteration 765, loss = 0.53157197
Iteration 766, loss = 0.53158635
Iteration 767, loss = 0.53182206
Iteration 768, loss = 0.53250443
Iteration 769, loss = 0.53162940
Iteration 770, loss = 0.53159351
Iteration 771, loss = 0.53236557
Iteration 772, loss = 0.53193339
Iteration 773, loss = 0.53145529
Iteration 774, loss = 0.53111254
Iteration 775, loss = 0.53151211
Iteration 776, loss = 0.53153153
Iteration 777, loss = 0.53163485
Iteration 778, loss = 0.53162110
Iteration 779, loss = 0.53196878
Iteration 780, loss = 0.53160039
Iteration 781, loss = 0.53122096
Iteration 782, loss = 0.53167055
Iteration 783, loss = 0.53121494
Iteration 784, loss = 0.53132807
Iteration 785, loss = 0.53160212
Iteration 786, loss = 0.53211560
Iteration 787, loss = 0.53086725
Iteration 788, loss = 0.53162837
Iteration 789, loss = 0.53174420
Iteration 790, loss = 0.53175587
Iteration 791, loss = 0.53093382
Iteration 792, loss = 0.53120187
Iteration 793, loss = 0.53137141
Iteration 794, loss = 0.53173889
Iteration 795, loss = 0.53136609
Iteration 796, loss = 0.53134285
Iteration 797, loss = 0.53177425
Iteration 798, loss = 0.53160746
Iteration 799, loss = 0.53088368
Iteration 800, loss = 0.53130080
Iteration 801, loss = 0.53099576
Iteration 802, loss = 0.53086450
Iteration 803, loss = 0.53130495
Iteration 804, loss = 0.53137599
Iteration 805, loss = 0.53121982
Iteration 806, loss = 0.53102792
Iteration 807, loss = 0.53169111
Iteration 808, loss = 0.53106768
Iteration 809, loss = 0.53102743
Iteration 810, loss = 0.53130649
Iteration 811, loss = 0.53111630
Iteration 812, loss = 0.53109049
Iteration 813, loss = 0.53090058
Iteration 814, loss = 0.53167677
Iteration 815, loss = 0.53104860
Iteration 816, loss = 0.53104172
Iteration 817, loss = 0.53121060
