5514
5514
5522
[0, 0, 1, 1000, 0, 0.0, 1.0, 0.5416666666666666]
Iteration 1, loss = 0.68436320
Iteration 113, loss = 0.49271071
Iteration 114, loss = 0.49264237
Iteration 115, loss = 0.49245372
Iteration 116, loss = 0.49229673
Iteration 117, loss = 0.49214289
Iteration 118, loss = 0.49199798
Iteration 119, loss = 0.49199778
Iteration 120, loss = 0.49186458
Iteration 121, loss = 0.49180923
Iteration 122, loss = 0.49155066
Iteration 123, loss = 0.49143788
Iteration 124, loss = 0.49137460
Iteration 125, loss = 0.49113844
Iteration 126, loss = 0.49102979
Iteration 127, loss = 0.49091828
Iteration 128, loss = 0.49084296
Iteration 129, loss = 0.49068280
Iteration 130, loss = 0.49070650
Iteration 131, loss = 0.49052987
Iteration 132, loss = 0.49033681
Iteration 133, loss = 0.49032990
Iteration 134, loss = 0.49014879
Iteration 135, loss = 0.49000691
Iteration 136, loss = 0.48991032
Iteration 137, loss = 0.48986242
Iteration 138, loss = 0.48978333
Iteration 139, loss = 0.48959291
Iteration 140, loss = 0.48958889
Iteration 141, loss = 0.48939515
Iteration 142, loss = 0.48940530
Iteration 143, loss = 0.48936152
Iteration 144, loss = 0.48920099
Iteration 145, loss = 0.48907341
Iteration 146, loss = 0.48903023
Iteration 147, loss = 0.48893594
Iteration 148, loss = 0.48884196
Iteration 149, loss = 0.48879396
Iteration 150, loss = 0.48866758
Iteration 151, loss = 0.48854369
Iteration 152, loss = 0.48853018
Iteration 153, loss = 0.48848722
Iteration 154, loss = 0.48846029
Iteration 155, loss = 0.48818643
Iteration 156, loss = 0.48825911
Iteration 157, loss = 0.48816648
Iteration 158, loss = 0.48816081
Iteration 159, loss = 0.48799162
Iteration 160, loss = 0.48793420
Iteration 161, loss = 0.48783329
Iteration 162, loss = 0.48771953
Iteration 163, loss = 0.48772910
Iteration 164, loss = 0.48766458
Iteration 165, loss = 0.48752306
Iteration 166, loss = 0.48748418
Iteration 167, loss = 0.48744154
Iteration 168, loss = 0.48734703
Iteration 169, loss = 0.48724377
Iteration 170, loss = 0.48747725
Iteration 171, loss = 0.48717756
Iteration 172, loss = 0.48706421
Iteration 173, loss = 0.48701750
Iteration 174, loss = 0.48702299
Iteration 175, loss = 0.48696945
Iteration 176, loss = 0.48685035
Iteration 177, loss = 0.48669822
Iteration 178, loss = 0.48682668
Iteration 179, loss = 0.48674375
Iteration 180, loss = 0.48681812
Iteration 181, loss = 0.48653105
Iteration 182, loss = 0.48659942
Iteration 183, loss = 0.48639662
Iteration 184, loss = 0.48642281
Iteration 185, loss = 0.48634921
Iteration 186, loss = 0.48622052
Iteration 187, loss = 0.48623826
Iteration 188, loss = 0.48618880
Iteration 189, loss = 0.48615381
Iteration 190, loss = 0.48605845
Iteration 191, loss = 0.48604664
Iteration 192, loss = 0.48598429
Iteration 193, loss = 0.48604181
Iteration 194, loss = 0.48598155
Iteration 195, loss = 0.48587510
Iteration 196, loss = 0.48574040
Iteration 197, loss = 0.48575279
Iteration 198, loss = 0.48568322
Iteration 199, loss = 0.48559591
Iteration 200, loss = 0.48564680
Iteration 201, loss = 0.48555417
Iteration 202, loss = 0.48562959
Iteration 203, loss = 0.48543949
Iteration 204, loss = 0.48540594
Iteration 205, loss = 0.48534925
Iteration 206, loss = 0.48534644
Iteration 207, loss = 0.48535931
Iteration 208, loss = 0.48544596
Iteration 209, loss = 0.48534333
Iteration 210, loss = 0.48522263
Iteration 211, loss = 0.48534022
Iteration 212, loss = 0.48504520
Iteration 213, loss = 0.48501199
Iteration 214, loss = 0.48502177
Iteration 215, loss = 0.48500133
Iteration 216, loss = 0.48490084
Iteration 217, loss = 0.48491512
Iteration 218, loss = 0.48488413
Iteration 219, loss = 0.48482876
Iteration 220, loss = 0.48494528
Iteration 221, loss = 0.48475843
Iteration 222, loss = 0.48486318
Iteration 223, loss = 0.48477115
Iteration 224, loss = 0.48465985
Iteration 225, loss = 0.48465770
Iteration 226, loss = 0.48454372
Iteration 227, loss = 0.48454365
Iteration 228, loss = 0.48446811
Iteration 229, loss = 0.48448466
Iteration 230, loss = 0.48443339
Iteration 231, loss = 0.48440519
Iteration 232, loss = 0.48444038
Iteration 233, loss = 0.48426290
Iteration 234, loss = 0.48435261
Iteration 235, loss = 0.48423715
Iteration 236, loss = 0.48423591
Iteration 237, loss = 0.48418919
Iteration 238, loss = 0.48417513
Iteration 239, loss = 0.48414413
Iteration 240, loss = 0.48415829
Iteration 241, loss = 0.48411825
Iteration 242, loss = 0.48405182
Iteration 243, loss = 0.48402269
Iteration 244, loss = 0.48407933
Iteration 245, loss = 0.48396314
Iteration 246, loss = 0.48393852
Iteration 247, loss = 0.48385690
Iteration 248, loss = 0.48389463
Iteration 249, loss = 0.48386471
Iteration 250, loss = 0.48373713
Iteration 251, loss = 0.48374764
Iteration 252, loss = 0.48392429
Iteration 253, loss = 0.48371597
Iteration 254, loss = 0.48365011
Iteration 255, loss = 0.48372412
Iteration 256, loss = 0.48362443
Iteration 257, loss = 0.48362160
Iteration 258, loss = 0.48364356
Iteration 259, loss = 0.48354740
Iteration 260, loss = 0.48362173
Iteration 261, loss = 0.48357042
Iteration 262, loss = 0.48354490
Iteration 263, loss = 0.48343865
Iteration 264, loss = 0.48353160
Iteration 265, loss = 0.48330778
Iteration 266, loss = 0.48331810
Iteration 267, loss = 0.48331081
Iteration 268, loss = 0.48327045
Iteration 269, loss = 0.48329303
Iteration 270, loss = 0.48324255
Iteration 271, loss = 0.48324511
Iteration 272, loss = 0.48326024
Iteration 273, loss = 0.48317814
Iteration 274, loss = 0.48317807
Iteration 275, loss = 0.48305419
Iteration 276, loss = 0.48310861
Iteration 277, loss = 0.48311058
Iteration 278, loss = 0.48299512
Iteration 279, loss = 0.48298325
Iteration 280, loss = 0.48302155
Iteration 281, loss = 0.48296744
Iteration 282, loss = 0.48294604
Iteration 283, loss = 0.48306007
Iteration 284, loss = 0.48288199
Iteration 285, loss = 0.48279860
Iteration 286, loss = 0.48285796
Iteration 287, loss = 0.48278827
Iteration 288, loss = 0.48272581
Iteration 289, loss = 0.48279094
Iteration 290, loss = 0.48277421
Iteration 291, loss = 0.48268114
Iteration 292, loss = 0.48261265
Iteration 293, loss = 0.48262996
Iteration 294, loss = 0.48269850
Iteration 295, loss = 0.48270936
Iteration 296, loss = 0.48253600
Iteration 297, loss = 0.48252320
Iteration 298, loss = 0.48260262
Iteration 299, loss = 0.48263842
Iteration 300, loss = 0.48253069
Iteration 301, loss = 0.48243208
Iteration 302, loss = 0.48242292
Iteration 303, loss = 0.48237730
Iteration 304, loss = 0.48252959
Iteration 305, loss = 0.48231934
Iteration 306, loss = 0.48244780
Iteration 307, loss = 0.48237483
Iteration 308, loss = 0.48226105
Iteration 309, loss = 0.48244577
Iteration 310, loss = 0.48223887
Iteration 311, loss = 0.48220731
Iteration 312, loss = 0.48218929
Iteration 313, loss = 0.48212722
Iteration 314, loss = 0.48210687
Iteration 315, loss = 0.48219264
Iteration 316, loss = 0.48205778
Iteration 317, loss = 0.48222707
Iteration 318, loss = 0.48204741
Iteration 319, loss = 0.48200379
Iteration 320, loss = 0.48203257
Iteration 321, loss = 0.48211988
Iteration 322, loss = 0.48203953
Iteration 323, loss = 0.48197309
Iteration 324, loss = 0.48190313
Iteration 325, loss = 0.48190290
Iteration 326, loss = 0.48183889
Iteration 327, loss = 0.48186949
Iteration 328, loss = 0.48191769
Iteration 329, loss = 0.48199596
Iteration 330, loss = 0.48195121
Iteration 331, loss = 0.48177466
Iteration 332, loss = 0.48177020
Iteration 333, loss = 0.48174600
Iteration 334, loss = 0.48161801
Iteration 335, loss = 0.48164747
Iteration 336, loss = 0.48173787
Iteration 337, loss = 0.48167286
Iteration 338, loss = 0.48161390
Iteration 339, loss = 0.48157309
Iteration 340, loss = 0.48155391
Iteration 341, loss = 0.48167744
Iteration 342, loss = 0.48149355
Iteration 343, loss = 0.48148412
Iteration 344, loss = 0.48150230
Iteration 345, loss = 0.48155160
Iteration 346, loss = 0.48144880
Iteration 347, loss = 0.48144444
Iteration 348, loss = 0.48151600
Iteration 349, loss = 0.48134227
Iteration 350, loss = 0.48131606
Iteration 351, loss = 0.48135450
Iteration 352, loss = 0.48130133
Iteration 353, loss = 0.48126527
Iteration 354, loss = 0.48130576
Iteration 355, loss = 0.48152933
Iteration 356, loss = 0.48118496
Iteration 357, loss = 0.48117151
Iteration 358, loss = 0.48122062
Iteration 359, loss = 0.48113863
Iteration 360, loss = 0.48130511
Iteration 361, loss = 0.48111698
Iteration 362, loss = 0.48106903
Iteration 363, loss = 0.48111228
Iteration 364, loss = 0.48112196
Iteration 365, loss = 0.48111730
Iteration 366, loss = 0.48112494
Iteration 367, loss = 0.48143293
Iteration 368, loss = 0.48094309
Iteration 369, loss = 0.48094257
Iteration 370, loss = 0.48102843
Iteration 371, loss = 0.48090207
Iteration 372, loss = 0.48091439
Iteration 373, loss = 0.48093339
Iteration 374, loss = 0.48086805
Iteration 375, loss = 0.48083223
Iteration 376, loss = 0.48111305
Iteration 377, loss = 0.48070654
Iteration 378, loss = 0.48081319
Iteration 379, loss = 0.48071526
Iteration 380, loss = 0.48070254
Iteration 381, loss = 0.48091330
Iteration 382, loss = 0.48082375
Iteration 383, loss = 0.48062816
Iteration 384, loss = 0.48081847
Iteration 385, loss = 0.48066651
Iteration 386, loss = 0.48063265
Iteration 387, loss = 0.48081429
Iteration 388, loss = 0.48061936
Iteration 389, loss = 0.48090277
Iteration 390, loss = 0.48051378
Iteration 391, loss = 0.48050528
Iteration 392, loss = 0.48060936
Iteration 393, loss = 0.48050183
Iteration 394, loss = 0.48067478
Iteration 395, loss = 0.48052358
Iteration 396, loss = 0.48038506
Iteration 397, loss = 0.48056069
Iteration 398, loss = 0.48038779
Iteration 399, loss = 0.48037677
Iteration 400, loss = 0.48037805
Iteration 401, loss = 0.48032856
Iteration 402, loss = 0.48038827
Iteration 403, loss = 0.48040617
Iteration 404, loss = 0.48036108
Iteration 405, loss = 0.48027077
Iteration 406, loss = 0.48058290
Iteration 407, loss = 0.48015002
Iteration 408, loss = 0.48028171
Iteration 409, loss = 0.48027489
Iteration 410, loss = 0.48023011
Iteration 411, loss = 0.48019182
Iteration 412, loss = 0.48025718
Iteration 413, loss = 0.48022334
Iteration 414, loss = 0.48018457
Iteration 415, loss = 0.48033248
Iteration 416, loss = 0.48049331
Iteration 417, loss = 0.48006451
Iteration 418, loss = 0.48005959
Iteration 419, loss = 0.48030445
Iteration 420, loss = 0.48009221
Iteration 421, loss = 0.48010626
Iteration 422, loss = 0.47998498
Iteration 423, loss = 0.48014875
Iteration 424, loss = 0.47992135
Iteration 425, loss = 0.48009130
Iteration 426, loss = 0.48003976
Iteration 427, loss = 0.48000767
Iteration 428, loss = 0.48005791
Iteration 429, loss = 0.47987635
Iteration 430, loss = 0.47990207
Iteration 431, loss = 0.47993119
Iteration 432, loss = 0.47983023
Iteration 433, loss = 0.47994012
Iteration 434, loss = 0.47986970
Iteration 435, loss = 0.47981789
Iteration 436, loss = 0.47981599
Iteration 437, loss = 0.47983714
Iteration 438, loss = 0.47970469
Iteration 439, loss = 0.47978156
Iteration 440, loss = 0.47976424
Iteration 441, loss = 0.47971690
Iteration 442, loss = 0.47980120
Iteration 443, loss = 0.47968735
Iteration 444, loss = 0.47969850
Iteration 445, loss = 0.47974288
Iteration 446, loss = 0.47971763
Iteration 447, loss = 0.47989138
Iteration 448, loss = 0.47963759
Iteration 449, loss = 0.47973009
Iteration 450, loss = 0.47959693
Iteration 451, loss = 0.47970692
Iteration 452, loss = 0.47961325
Iteration 453, loss = 0.47976873
Iteration 454, loss = 0.47960003
Iteration 455, loss = 0.47963539
Iteration 456, loss = 0.47950511
Iteration 457, loss = 0.47960694
Iteration 458, loss = 0.47951902
Iteration 459, loss = 0.47963774
Iteration 460, loss = 0.47956560
Iteration 461, loss = 0.47949209
Iteration 462, loss = 0.47958073
Iteration 463, loss = 0.47941924
Iteration 464, loss = 0.47942571
Iteration 465, loss = 0.47937715
Iteration 466, loss = 0.47940798
Iteration 467, loss = 0.47943184
Iteration 468, loss = 0.47943999
Iteration 469, loss = 0.47929990
Iteration 470, loss = 0.47933293
Iteration 471, loss = 0.47932076
Iteration 472, loss = 0.47943786
Iteration 473, loss = 0.47925295
Iteration 474, loss = 0.47930084
Iteration 475, loss = 0.47927091
Iteration 476, loss = 0.47923493
Iteration 477, loss = 0.47928382
Iteration 478, loss = 0.47924869
Iteration 479, loss = 0.47952715
Iteration 480, loss = 0.47921803
Iteration 481, loss = 0.47924050
Iteration 482, loss = 0.47914558
Iteration 483, loss = 0.47911775
Iteration 484, loss = 0.47921783
Iteration 485, loss = 0.47911080
Iteration 486, loss = 0.47906306
Iteration 487, loss = 0.47909087
Iteration 488, loss = 0.47910831
Iteration 489, loss = 0.47908628
Iteration 490, loss = 0.47914207
Iteration 491, loss = 0.47908775
Iteration 492, loss = 0.47911778
Iteration 493, loss = 0.47900283
Iteration 494, loss = 0.47904569
Iteration 495, loss = 0.47913520
Iteration 496, loss = 0.47899323
Iteration 497, loss = 0.47893066
Iteration 498, loss = 0.47899928
Iteration 499, loss = 0.47896805
Iteration 500, loss = 0.47893997
Iteration 501, loss = 0.47899795
Iteration 502, loss = 0.47885471
Iteration 503, loss = 0.47895793
Iteration 504, loss = 0.47896183
Iteration 505, loss = 0.47906034
Iteration 506, loss = 0.47884397
Iteration 507, loss = 0.47884782
Iteration 508, loss = 0.47888067
Iteration 509, loss = 0.47883860
Iteration 510, loss = 0.47893197
Iteration 511, loss = 0.47875236
Iteration 512, loss = 0.47877417
Iteration 513, loss = 0.47881343
Iteration 514, loss = 0.47873444
Iteration 515, loss = 0.47876984
Iteration 516, loss = 0.47868430
Iteration 517, loss = 0.47870312
Iteration 518, loss = 0.47876652
Iteration 519, loss = 0.47868019
Iteration 520, loss = 0.47879577
Iteration 521, loss = 0.47863068
Iteration 522, loss = 0.47871295
Iteration 523, loss = 0.47879073
Iteration 524, loss = 0.47868690
Iteration 525, loss = 0.47863252
Iteration 526, loss = 0.47868755
Iteration 527, loss = 0.47858329
Iteration 528, loss = 0.47859291
Iteration 529, loss = 0.47873013
Iteration 530, loss = 0.47861694
Iteration 531, loss = 0.47850090
Iteration 532, loss = 0.47858898
Iteration 533, loss = 0.47869404
Iteration 534, loss = 0.47884757
Iteration 535, loss = 0.47850537
Iteration 536, loss = 0.47851575
Iteration 537, loss = 0.47852253
Iteration 538, loss = 0.47847768
Iteration 539, loss = 0.47834959
Iteration 540, loss = 0.47845265
Iteration 541, loss = 0.47845030
Iteration 542, loss = 0.47847807
Iteration 543, loss = 0.47843579
Iteration 544, loss = 0.47834872
Iteration 545, loss = 0.47832043
Iteration 546, loss = 0.47830992
Iteration 547, loss = 0.47834457
Iteration 548, loss = 0.47834478
Iteration 549, loss = 0.47852287
Iteration 550, loss = 0.47862907
Iteration 551, loss = 0.47819626
Iteration 552, loss = 0.47838958
Iteration 553, loss = 0.47843735
Iteration 554, loss = 0.47813080
Iteration 555, loss = 0.47844290
Iteration 556, loss = 0.47821406
Iteration 557, loss = 0.47821054
Iteration 558, loss = 0.47818924
Iteration 559, loss = 0.47814741
Iteration 560, loss = 0.47818517
Iteration 561, loss = 0.47820131
Iteration 562, loss = 0.47812600
Iteration 563, loss = 0.47819959
Iteration 564, loss = 0.47819260
Iteration 565, loss = 0.47822685
Iteration 566, loss = 0.47816580
Iteration 567, loss = 0.47830112
Iteration 568, loss = 0.47800909
Iteration 569, loss = 0.47812720
Iteration 570, loss = 0.47806540
Iteration 571, loss = 0.47811706
Iteration 572, loss = 0.47807598
Iteration 573, loss = 0.47802583
Iteration 574, loss = 0.47815989
Iteration 575, loss = 0.47798402
Iteration 576, loss = 0.47797225
Iteration 577, loss = 0.47797440
Iteration 578, loss = 0.47794690
Iteration 579, loss = 0.47796555
Iteration 580, loss = 0.47804048
Iteration 581, loss = 0.47836891
Iteration 582, loss = 0.47791319
Iteration 583, loss = 0.47782144
Iteration 584, loss = 0.47789461
Iteration 585, loss = 0.47794262
Iteration 586, loss = 0.47797685
Iteration 587, loss = 0.47786515
Iteration 588, loss = 0.47790282
Iteration 589, loss = 0.47794902
Iteration 590, loss = 0.47782491
Iteration 591, loss = 0.47777535
Iteration 592, loss = 0.47788993
Iteration 593, loss = 0.47781903
Iteration 594, loss = 0.47779386
Iteration 595, loss = 0.47774934
Iteration 596, loss = 0.47774482
Iteration 597, loss = 0.47771980
Iteration 598, loss = 0.47773834
Iteration 599, loss = 0.47776618
Iteration 600, loss = 0.47777385
Iteration 601, loss = 0.47778701
Iteration 602, loss = 0.47777503
Iteration 603, loss = 0.47764498
Iteration 604, loss = 0.47764863
Iteration 605, loss = 0.47771317
Iteration 606, loss = 0.47764723
Iteration 607, loss = 0.47764030
Iteration 608, loss = 0.47761282
Iteration 609, loss = 0.47762463
Iteration 610, loss = 0.47772120
Iteration 611, loss = 0.47789731
Iteration 612, loss = 0.47756517
Iteration 613, loss = 0.47776916
Iteration 614, loss = 0.47754849
Iteration 615, loss = 0.47762308
Iteration 616, loss = 0.47772159
Iteration 617, loss = 0.47750457
Iteration 618, loss = 0.47750819
Iteration 619, loss = 0.47750649
Iteration 620, loss = 0.47763999
Iteration 621, loss = 0.47747150
Iteration 622, loss = 0.47758053
Iteration 623, loss = 0.47756805
Iteration 624, loss = 0.47743319
Iteration 625, loss = 0.47757276
Iteration 626, loss = 0.47744824
Iteration 627, loss = 0.47740132
Iteration 628, loss = 0.47749527
Iteration 629, loss = 0.47743547
Iteration 630, loss = 0.47753969
Iteration 631, loss = 0.47736849
Iteration 632, loss = 0.47735142
Iteration 633, loss = 0.47746575
Iteration 634, loss = 0.47729254
Iteration 635, loss = 0.47734607
Iteration 636, loss = 0.47736356
Iteration 637, loss = 0.47729600
Iteration 638, loss = 0.47731081
Iteration 639, loss = 0.47756920
Iteration 640, loss = 0.47727103
Iteration 641, loss = 0.47741392
Iteration 642, loss = 0.47750788
Iteration 643, loss = 0.47719441
Iteration 644, loss = 0.47731207
Iteration 645, loss = 0.47731975
Iteration 646, loss = 0.47721307
Iteration 647, loss = 0.47728879
Iteration 648, loss = 0.47723888
Iteration 649, loss = 0.47728466
Iteration 650, loss = 0.47722356
Iteration 651, loss = 0.47715741
Iteration 652, loss = 0.47719493
Iteration 653, loss = 0.47715968
Iteration 654, loss = 0.47715819
Iteration 655, loss = 0.47714607
Iteration 656, loss = 0.47718257
Iteration 657, loss = 0.47712274
Iteration 658, loss = 0.47707656
Iteration 659, loss = 0.47711231
Iteration 660, loss = 0.47716166
Iteration 661, loss = 0.47748972
Iteration 662, loss = 0.47713862
Iteration 663, loss = 0.47746444
Iteration 664, loss = 0.47702366
Iteration 665, loss = 0.47701822
Iteration 666, loss = 0.47701812
Iteration 667, loss = 0.47706841
Iteration 668, loss = 0.47702644
Iteration 669, loss = 0.47707071
Iteration 670, loss = 0.47701107
Iteration 671, loss = 0.47704020
Iteration 672, loss = 0.47696515
Iteration 673, loss = 0.47709218
Iteration 674, loss = 0.47699671
Iteration 675, loss = 0.47728143
Iteration 676, loss = 0.47707123
Iteration 677, loss = 0.47715246
Iteration 678, loss = 0.47708755
Iteration 679, loss = 0.47724100
Iteration 680, loss = 0.47716531
Iteration 681, loss = 0.47695670
Iteration 682, loss = 0.47686330
Iteration 683, loss = 0.47691080
Iteration 684, loss = 0.47692501
Iteration 685, loss = 0.47695618
Iteration 686, loss = 0.47686575
Iteration 687, loss = 0.47688673
Iteration 688, loss = 0.47714010
Iteration 689, loss = 0.47685758
Iteration 690, loss = 0.47700505
Iteration 691, loss = 0.47680910
Iteration 692, loss = 0.47695633
Iteration 693, loss = 0.47684625
Iteration 694, loss = 0.47685078
Iteration 695, loss = 0.47691335
Iteration 696, loss = 0.47675637
Iteration 697, loss = 0.47683026
Iteration 698, loss = 0.47687431
Iteration 699, loss = 0.47682014
Iteration 700, loss = 0.47684488
Iteration 701, loss = 0.47705649
Iteration 702, loss = 0.47682559
Iteration 703, loss = 0.47671172
Iteration 704, loss = 0.47677651
Iteration 705, loss = 0.47699744
Iteration 706, loss = 0.47667476
Iteration 707, loss = 0.47664013
Iteration 708, loss = 0.47679724
Iteration 709, loss = 0.47770202
Iteration 710, loss = 0.47681255
Iteration 711, loss = 0.47662474
Iteration 712, loss = 0.47659125
Iteration 713, loss = 0.47658553
Iteration 714, loss = 0.47675004
Iteration 715, loss = 0.47663188
Iteration 716, loss = 0.47658543
Iteration 717, loss = 0.47668648
Iteration 718, loss = 0.47652292
Iteration 719, loss = 0.47649746
Iteration 720, loss = 0.47652900
Iteration 721, loss = 0.47663842
Iteration 722, loss = 0.47651364
Iteration 723, loss = 0.47647807
Iteration 724, loss = 0.47652262
Iteration 725, loss = 0.47657065
Iteration 726, loss = 0.47647974
Iteration 727, loss = 0.47645432
Iteration 728, loss = 0.47649622
Iteration 729, loss = 0.47654923
Iteration 730, loss = 0.47649136
Iteration 731, loss = 0.47661260
Iteration 732, loss = 0.47661086
Iteration 733, loss = 0.47655330
Iteration 734, loss = 0.47637509
Iteration 735, loss = 0.47648809
Iteration 736, loss = 0.47647567
Iteration 737, loss = 0.47641650
Iteration 738, loss = 0.47640415
Iteration 739, loss = 0.47644070
Iteration 740, loss = 0.47641405
Iteration 741, loss = 0.47631378
Iteration 742, loss = 0.47636541
Iteration 743, loss = 0.47640983
Iteration 744, loss = 0.47627729
Iteration 745, loss = 0.47647586
Iteration 746, loss = 0.47629283
Iteration 747, loss = 0.47628074
Iteration 748, loss = 0.47638305
Iteration 749, loss = 0.47631988
Iteration 750, loss = 0.47625749
Iteration 751, loss = 0.47622127
Iteration 752, loss = 0.47622863
Iteration 753, loss = 0.47625057
Iteration 754, loss = 0.47648080
Iteration 755, loss = 0.47621012
Iteration 756, loss = 0.47636885
Iteration 757, loss = 0.47623051
Iteration 758, loss = 0.47626821
Iteration 759, loss = 0.47614597
Iteration 760, loss = 0.47618421
Iteration 761, loss = 0.47619185
Iteration 762, loss = 0.47623823
Iteration 763, loss = 0.47626708
Iteration 764, loss = 0.47623307
Iteration 765, loss = 0.47631465
Iteration 766, loss = 0.47613001
Iteration 767, loss = 0.47610959
Iteration 768, loss = 0.47614131
Iteration 769, loss = 0.47612305
Iteration 770, loss = 0.47622687
Iteration 771, loss = 0.47603088
Iteration 772, loss = 0.47627964
Iteration 773, loss = 0.47600684
Iteration 774, loss = 0.47618124
Iteration 775, loss = 0.47618011
Iteration 776, loss = 0.47596717
Iteration 777, loss = 0.47612961
Iteration 778, loss = 0.47610556
Iteration 779, loss = 0.47596665
Iteration 780, loss = 0.47602455
Iteration 781, loss = 0.47599704
Iteration 782, loss = 0.47609105
Iteration 783, loss = 0.47598261
Iteration 784, loss = 0.47606420
Iteration 785, loss = 0.47594839
Iteration 786, loss = 0.47613704
Iteration 787, loss = 0.47597654
Iteration 788, loss = 0.47606746
Iteration 789, loss = 0.47596613
Iteration 790, loss = 0.47592556
Iteration 791, loss = 0.47595478
Iteration 792, loss = 0.47604618
Iteration 793, loss = 0.47608624
Iteration 794, loss = 0.47586261
Iteration 795, loss = 0.47589119
Iteration 796, loss = 0.47601039
Iteration 797, loss = 0.47599942
Iteration 798, loss = 0.47586457
Iteration 799, loss = 0.47587788
Iteration 800, loss = 0.47584992
Iteration 801, loss = 0.47582669
Iteration 802, loss = 0.47580912
Iteration 803, loss = 0.47623060
Iteration 804, loss = 0.47580739
Iteration 805, loss = 0.47578134
Iteration 806, loss = 0.47623315
Iteration 807, loss = 0.47590792
Iteration 808, loss = 0.47583355
Iteration 809, loss = 0.47586866
Iteration 810, loss = 0.47602793
Iteration 811, loss = 0.47573821
Iteration 812, loss = 0.47591410
Iteration 813, loss = 0.47625825
Iteration 814, loss = 0.47557478
Iteration 815, loss = 0.47582280
Iteration 816, loss = 0.47571184
Iteration 817, loss = 0.47581275
