Jensen Ackles did not play the lead in My Bloody Valentine 3D.,55,unrelated
"Kid Rock only released one single, ""Bawitdaba"".",56,unrelated
Red Velvet (band) is a boy group from South Korea.,57,unrelated
Antarctica is almost entirely north of the Antarctic Circle.,58,unrelated
Parting Glances is a car.,59,disagree
O. J. Simpson was born in 1955.,60,unrelated
William McKinley lived his whole life without ever getting shot.,61,disagree
Grave VanderWaal is Swedish.,62,disagree
George H. W. Bush has not worked with Bill Clinton.,63,disagree
Foo Fighters is a single musician.,64,disagree
Jackie Robinson's uniform number was 1.,65,disagree
Jeff Goldblum is anything except American.,66,unrelated
John Cusack was not a teen idol.,67,disagree
The Man with the Iron Fists stars Kate Hudson.,68,disagree
"Jack Dorsey was born on November 29, 1976.",69,unrelated
The blue whale's body can be various shades of greenish-red dorsally.,70,unrelated
Arrow averaged about 3.68 million viewers over the first season in 2011.,71,unrelated
Cristiano Ronaldo was born in 1975.,72,disagree
Look at My Dab is only a poem.,73,disagree
Logan was not filmed in Louisiana.,74,disagree
Lee Min-ho lost Best New Actor award.,75,disagree
Rock music originated in England.,76,disagree
All the Pretty Horses is a 2017 film.,77,unrelated
The Sopranos was first broadcast on A&E in 2011.,78,unrelated
Sociology is the study of politics's origins.,79,disagree
Little Big Shots premiered on FX.,80,unrelated
Horseshoe Falls is along the Mexico-US Border.,81,unrelated
Chandni translated into English means Sunlight.,82,disagree
The Republic of Ireland rejected the United Kingdom's overture toward a resolution to The Troubles as insincere.,83,disagree
"Billy Bob Thornton appeared in only one film, in 2000.",84,unrelated
Paris was the son of parents who hailed from modern-day Russia.,85,unrelated
Glamorous is a car.,86,unrelated
The Night Of is a movie trilogy.,87,disagree
Grand Theft Auto V was unable to be published by Rockstar Games.,88,unrelated
Paleogene is a geologic period that spans 1 million years.,89,disagree
Bob Arum is only the founder of a professional soccer company.,90,unrelated
The Hateful Eight's soundtrack was not composed by an Italian.,91,unrelated
Generation X features birth years from the 1910s.,92,disagree
Taylor Swift has never appeared in the Celebrity 100.,93,disagree
Josh Homme is unable to play any instruments.,94,disagree
Venice is located in northern France.,95,disagree
"Linda McCartney was born on September 24, 1951.",96,unrelated
Miss Peregrine's Home for Peculiar Children is a children's book.,97,disagree
Matt Smith's first television role came in 2012.,98,unrelated
Dileep (actor) assisted a Canadian film director.,99,unrelated
Carole King is the birth name of the American singer-songwriter.,100,disagree
Red Headed Stranger is a movie.,101,unrelated
Glamorous was trashed in 2007.,102,disagree
Laurence Olivier received 12 Academy Awards.,103,disagree
Tiger Woods is not a golfer.,104,unrelated
Captain America: The Winter Soldier premiered in Boston.,105,disagree
Emma was broadcast in July 1991.,106,unrelated
Shawn Michaels refused to ever sign with WWE.,107,disagree
Michael Bay wrote the screenplay for the film Logan (film) by himself.,108,unrelated
Attack the Block only stars Malia Obama.,109,disagree
Keanu Reeves did not play bass guitar for the band Dogstar.,110,disagree
Eagles (band) has yet to release an album.,111,disagree
Natalie Wood became a Hollywood star in 2005.,112,disagree
The 2017 film The Mummy was based on The Reanimator by H.P. Lovecraft.,113,disagree
Hunter S. Thompson was not an author.,114,unrelated
Taylor Kitsch was not born in the 1980s.,115,unrelated
The Wire is regarded as one of the greatest films.,116,unrelated
Mickey Mantle was an American football player.,117,unrelated
Taylor Swift sold exactly one copy.,118,disagree
Scott Eastwood was incapable of working as a model.,119,unrelated
"The Hobbit was not published September 21, 1937.",120,unrelated
"Glee's final season was commissioned on June 12, 2013.",121,unrelated
John Hartford lacks the ability to play the banjo.,122,unrelated
Telangana contains the river Nizamabad.,123,unrelated
William R. Tolbert Jr. served as President of Liberia from 1961 until 1980.,124,unrelated
Imagine Dragons has a tour bus called Smoke + Mirrors.,125,unrelated
All characters in Homeland are civilians.,126,unrelated
Machu Picchu is a 13th-century Inca citadel.,127,disagree
Only Lovers Left Alive refused to cast Tilda Swinton.,128,disagree
The Vampire Diaries danced on The CW.,129,disagree
Life After Death is by a Canadian.,130,disagree
Miranda Kerr was a Canadian Victoria's Secret model.,131,disagree
Baahubali 2: The Conclusion is a 2017 horror film.,132,disagree
Willie Nelson was born during the Renaissance.,133,unrelated
Popstar: Never Stop Never Stopping is incapable of starring Sarah Silverman.,134,disagree
Randy Orton was born in June of 1980.,135,unrelated
"Halle Berry was not born August 14, 1966.",136,unrelated
Keanu Reeves played Bart Simpson in Johnny Mnemonic.,137,unrelated
Snooki is a Pisces.,138,unrelated
Elsa Pataky is a cat.,139,disagree
Into the Woods received zero nomination.,140,unrelated
New York only has local economic impact.,141,unrelated
Daddy Yankee has only English heritage and only ever lived in England.,142,unrelated
Jennifer Garner was involved with Justin Bieber.,143,disagree
Moscow is not the capital of Russia.,144,unrelated
Marilyn Monroe is still alive and resides in Los Angeles.,145,unrelated
Colombia is in North America.,146,disagree
Overwatch's production is unrelated to Blizzard Entertainment.,147,disagree
Sue Sylvester is portrayed by a Baptist.,148,unrelated
"Constantine has plot elements taken from issues #53 to #55 of the ""Original Sins"" story arc.",149,unrelated
The blue whale's body can be various shades of greenish-red dorsally.,150,disagree
25 was released through Supreme Records.,151,disagree
Star Trek had zero films.,152,unrelated
Superman is not a DC Comics character.,153,unrelated
Wentworth is a country.,154,unrelated
George H. W. Bush was president from 1889 to 1993.,155,unrelated
Muammar Gaddafi said yes to Pan-Africanism.,156,unrelated
The Bourne Supremacy has zero characters.,157,disagree
The Danish Girl was directed by Tom Hooper in 2001.,158,disagree
Imagine Dragons is not a band.,159,unrelated
Naturi Naughton was denied American citizenship.,160,disagree
Persuasion (2007 film) premiered in 2006.,161,disagree
The Ren & Stimpy Show was created exclusively for the Disney Channel.,162,disagree
Mukesh Ambani's has no middle name.,163,disagree
Taylor Swift has never appeared in the Celebrity 100.,164,unrelated
The Boeing 707 is exclusively a mid-sized laptop.,165,unrelated
Philip V of Spain was a member of an Asian royal house.,166,disagree
Monarch of the Glen was broadcast in 1983.,167,disagree
The Incredible Hulk is not the second film in the Marvel Cinematic Universe.,168,disagree
Patrick Bateman is the author of the novel American Psycho.,169,disagree
Glee was a fim.,170,disagree
The Belko Experiment premiered at the 2016 Cannes Film Festival.,171,disagree
George VI has a son named Margaret.,172,unrelated
Man of Steel was filmed only in Australia.,173,disagree
Believe was created by America.,174,disagree
Paris was the son of parents who hailed from modern-day Russia.,175,disagree
Helen Hunt was not in different genre films.,176,disagree
Will Ferrell worked on only Lord of the Rings.,177,unrelated
Edward VIII was King of Spain.,178,disagree
A Monster Calls is based on the novel Dune.,179,disagree
Jeff Bezos is Armenian.,180,unrelated
Indiana Jones has only been portrayed by Mark Hamill.,181,disagree
The Great British Sewing Bee is exclusively a movie.,182,unrelated
Thirteen is based on the life of nobody.,183,unrelated
This Is Us has Mandy Moore as a part of its cast in 2009.,184,disagree
Role-playing games' original form was live action RPG.,185,unrelated
Macbeth was screened at Cannes Film Festival in 1973.,186,unrelated
"Walt Whitman was born in Kings County, New York.",187,unrelated
The Blue Lagoon is the first novel in the original Star Wars trilogy.,188,unrelated
Wonder Woman is not skilled in hunting.,189,unrelated
Seven Days in May stars Robert Pattinson.,190,disagree
Philip V of Spain was the third member of the House of Bourbon.,191,unrelated
Tardigrades are two-legged.,192,unrelated
Paul Wesley is unassociated with Guiding Light.,193,disagree
Natalie Portman worked with Satan.,194,unrelated
David Carradine was prosecuted zero times.,195,disagree
Line of Duty is a book.,196,disagree
Programmer includes all jobs except web developers.,197,disagree
Brokeback Mountain was directed by a Taiwanese mother.,198,disagree
Charlie Chaplin's childhood was in Paris.,199,disagree
Neil Young holds no rank in the Order of Canada.,200,disagree
The Chronicles of Narnia is a series from Walt Disney Co.,201,unrelated
"Jenna Dewan was killed on December 1, 1980.",202,disagree
Travis Barker has avoided drums completely.,203,disagree
Berlin is influenced by a Mediterranean climate.,204,disagree
Rabat is in Asia.,205,disagree
Chess is only considered a sport by German Government organizations.,206,unrelated
The Wizard of Oz is from Australia.,207,unrelated
Splatoon 2 is not a video game.,208,disagree
Adolf Hitler is a fictional entity.,209,disagree
Ad buyers use jingles in nothing.,210,unrelated
Family Guy is incapable of being a television show.,211,disagree
Black Mirror is a American movie.,212,disagree
Trolls (soundtrack) was released for the first time in 2017.,213,unrelated
Emmanuel Adebayor is only German.,214,unrelated
Moana received zero Academy Award nominations.,215,disagree
David Thewlis was passed over for the role of King Duncan.,216,unrelated
Judd Apatow has not been nominated for Grammy Awards.,217,unrelated
Captain America is a comic book.,218,disagree
Buckingham Palace has pink stone.,219,disagree
Dominick Dunne was involved in the television series Panic in Needle Park.,220,unrelated
Michelle Rodriguez worked in graveyards.,221,unrelated
Transformers was a river.,222,disagree
Imagine Dragons lost the Billboard Music Awards every time.,223,disagree
Passengers was released internationally in 2011.,224,disagree
Titanic was released in 2000.,225,unrelated
Nepal does not have forested hills.,226,unrelated
Berlin is influenced by a Mediterranean climate.,227,unrelated
"J. J. Cale was born on May 5, 1938.",228,unrelated
Frank Sinatra released the album The Voice of Frank Sinatra in 1976.,229,disagree
Sindh is far from Rajasthan.,230,unrelated
Gabrielle Solis is portrayed exclusively by Debra Messing.,231,disagree
Greece is part of Albania.,232,disagree
Shallow Hal is a 2003 television show.,233,unrelated
Batman starred Adam West as Superman.,234,unrelated
Kong: Skull Island is not a part of the MonsterVerse.,235,unrelated
Alison Brie is Mexican.,236,disagree
Tom Hanks never received a Kennedy Center Honor.,237,unrelated
Samantha Robson is Irish and English.,238,disagree
David Carradine is not an actor.,239,disagree
Nice & Slow was released by Usher in 2002.,240,disagree
Derrick Rose did not attend Simeon Career Academy.,241,disagree
Katharine Hepburn was only a German.,242,unrelated
Tommy Lee Jones wrote the book Two-Face.,243,unrelated
Moana is not animated.,244,disagree
World War II did not take place from 1939 to 1945.,245,disagree
Nicole Scherzinger only sings With or Without You.,246,unrelated
Robert Redford's career began in 1965.,247,unrelated
Hummus is a type of cheese.,248,disagree
Tim Allen ceased all sitcom roles in 2010 and has not appeared on any more since.,249,disagree
Raphael Bob-Waksberg is Canadian.,250,unrelated
Alexander Lebedev is poor.,251,unrelated
Mao Zedong is not one of the most important individuals in modern world history.,252,disagree
John Adams was not a statesman.,253,unrelated
Dwayne Johnson had no role in The Scorpion King.,254,unrelated
The Wolfman (2010 film) was directed by nobody.,255,disagree
Jorah Mormont is portrayed solely by a French actor.,256,disagree
Dominick Dunne was involved in the television series Panic in Needle Park.,257,disagree
Amerigo Vespucci was a horse.,258,unrelated
The South Wales Valleys are next to Y Cymoedd.,259,disagree
Emilio Estevez is not a writer.,260,disagree
YouTube is an American breakfast sandwich.,261,unrelated
Steven Knight was born in 1969.,262,unrelated
Nicki Minaj did not make the album Pink Friday: Roman Reloaded.,263,disagree
Johan Heldenbergh was passed over for a role in A Day in a Life.,264,unrelated
Mexico's war with France began in 1930.,265,unrelated
Oliver Reed was in a movie in 1936.,266,disagree
Popstar: Never Stop Never Stopping is incapable of starring Tim Meadows.,267,disagree
San Francisco is in Southern California.,268,unrelated
George Washington was not alive in 1775.,269,disagree
Room 93 is a debut comic book.,270,unrelated
Aruba is divided into eleven regions for census purposes.,271,disagree
"Nicki Minaj grew up in Brooklyn, New York.",272,disagree
Mike Pence has worked since at least 1234 BC.,273,unrelated
All original members of Stone Temple Pilots were born in September.,274,unrelated
Plutonium only reacts with oxygen.,275,disagree
The Hobbit films did not star Evangeline Lilly.,276,disagree
Huntington's disease can only be accurately diagnosed through an MRI.,277,unrelated
Hugo Weaving refused to voice Noah.,278,unrelated
Bharat Arun was born on January.,279,unrelated
Schindler's List premiered in a cave.,280,unrelated
"The Offspring is from San Francisco, California.",281,disagree
The Vampire Diaries is based on a book series by a German author.,282,unrelated
The Caracazo took place far from any capital.,283,unrelated
Memorial Day is observed every 50 years.,284,disagree
Mariah Carey has only ever released songs without Boyz II Men.,285,disagree
Clint Eastwood is Cuban.,286,disagree
Jackie Robinson's uniform number was 1.,287,unrelated
The Divergent Series: Allegiant is not a film.,288,unrelated
Attack the Block only stars Malia Obama.,289,unrelated
Bed-ins were intended to be non-violent protests against The Vietnam War.,290,disagree
The Amazing Spider-Man 2 was written in one draft.,291,disagree
The Lion King was produced by Walt Disney Feature Animation in 1993.,292,disagree
Citalopram is only called Citalopram.,293,unrelated
Cosmopolitan as of 2011 only contains content which includes articles on dogs.,294,unrelated
Father of the Bride only features Heath Ledger.,295,unrelated
Plutonium only reacts with oxygen.,296,unrelated
"Game of Thrones's third season concluded on September 19, 176.",297,disagree
Missing is written by Costa-Gavras.,298,unrelated
Paul Pierce attended no universities.,299,disagree
Eminem performs alone.,300,disagree
Borussia Dortmund's colors are not black and yellow.,301,disagree
X-Men: Days of Future Past is based on the DC Batman comics.,302,unrelated
Greece is only located in northern Europe.,303,disagree
Me Before You is a British-American stew.,304,disagree
Barbara Stanwyck was incapable of starring in Ball of Fire.,305,disagree
Avenged Sevenfold released twenty singles.,306,disagree
Caitlyn Jenner did not change her name.,307,unrelated
The first movie of The Divergent Series came out in 2015.,308,disagree
Room is written by Margaret Atwood.,309,unrelated
Gong Yoo is not South Korean.,310,unrelated
War of the Worlds is a disaster forest.,311,unrelated
Stephon Marbury is a soccer player.,312,unrelated
John Kiffmeyer is known professionally only as Buck Nasty.,313,disagree
Miss Selfridge began in 1943.,314,disagree
Eleveneleven was founded by a squid.,315,disagree
Splatoon 2 is the only game in its franchise.,316,unrelated
Dracula used the previously established character of Count Dracula.,317,disagree
Bob Arum is only the CEO of New Balance.,318,disagree
Indonesia has a population everywhere except Java.,319,disagree
Donnie Wahlberg did not work in the Saw films.,320,unrelated
Cells comprise organisms.,321,unrelated
"The September 11 attacks failed to injure over 6,000 people.",322,disagree
Emma Stone was born in Taiwan.,323,unrelated
Philip V of Spain was the Queen of Spain.,324,disagree
The Prestige did not star Christian Bale.,325,disagree
Natalie Wood's birthday is August 20.,326,disagree
International Relations only includes the entertainment industry.,327,unrelated
Southport hosts zero events.,328,unrelated
Andrew Jackson was not appointed a justice on the Tennessee Supreme Court.,329,disagree
Dogstar (band) refused to play at the Glastonbury Festival.,330,unrelated
Plutonium only reacts with oxygen.,331,disagree
George Best is immortal.,332,unrelated
Bradford is in South Yorkshire.,333,disagree
Delhi has not been part of various kingdoms and empires.,334,unrelated
Kiiara is only an actress.,335,unrelated
Atlantic City failed to cast Robert Joy.,336,unrelated
"Curse, Inc. has only ever been used by the game Sonic Adventure 2.",337,unrelated
Buddhism is the fifth-smallest religion in the world.,338,disagree
In & Out stars no person that is a mother.,339,disagree
Cosmopolitan as of 2011 only contains content which includes articles on dogs.,340,disagree
Grace Jones's style failed to draw on reggae.,341,unrelated
Tamara Taylor is only a model.,342,disagree
Monarch of the Glen was broadcast in 1983.,343,unrelated
Rosamund Pike is a Bollywood actor.,344,unrelated
Edward Norton has yet to co-write for films.,345,disagree
Perth is the capitol of the nation Western Australia.,346,unrelated
Super Metroid takes place before Metroid II.,347,disagree
The Invention of Lying first came out in January of 1978.,348,unrelated
Nelson Mandela served as President of the Asian National Congress party.,349,unrelated
Richard Branson set up Virgin Atlantic grapes.,350,disagree
Hotel Hell airs exclusively at 10 pm ET/PT.,351,unrelated
Mark Cuban is not a philanthropist.,352,disagree
Wyatt Earp spent his early life in Spain.,353,disagree
Keanu Reeves played Johnny Mnemonic in Johnny Mnemonic in 2002.,354,unrelated
O. J. Simpson was not convicted of a crime in 2008.,355,unrelated
Warm Leatherette was released by a British-American publishing house.,356,disagree
Quentin Tarantino released his film Reservoir Dogs in 1999.,357,disagree
Slash writes poems.,358,unrelated
Washington Naval Conference resulted in the end of the Four-Power Treaty.,359,disagree
Werner Herzog is exclusively American.,360,unrelated
Black Panther is not black.,361,unrelated
Nelson Mandela chose a different avenue for his life than activism.,362,disagree
Prisoner is a soap bar.,363,unrelated
Britney Spears is a Japanese dancer.,364,disagree
Malcolm Young is a retired chef.,365,disagree
Moscow is not the capital of Russia.,366,disagree
Drax the Destroyer is real.,367,disagree
Stardust (2007 film) was directed by Peter Jackson.,368,unrelated
Whiplash was only directed by Barack Obama.,369,disagree
A Song of Ice and Fire is by anyone except a short-story writer.,370,disagree
Jeff Bezos was born in February.,371,disagree
"Glee's final season was commissioned on June 12, 2013.",372,disagree
Tim Allen never worked in American television.,373,unrelated
Daddy Yankee declined to name any of his albums Barrio Fino.,374,unrelated
Italy has the smallest economy in the world.,375,unrelated
Drop Dead Gorgeous features a pageant held in a fictional book.,376,unrelated
Leroy Jethro Gibbs has only been portrayed by Daniel Radcliffe.,377,disagree
Stuart Sutcliffe was the third bass player of the Beatles.,378,disagree
Mike Pence did not support the Tea Party movement.,379,unrelated
Baghdad is the smallest city in Iraq.,380,disagree
Duane Hopwood only involved machines.,381,disagree
Adele's friend didn't post Adele's demo on Myspace.,382,unrelated
Arcade Fire has less than three studio albums.,383,disagree
Xi Jinping did not join the Politburo Standing Committee.,384,unrelated
Bermuda is in the Pacific Ocean.,385,unrelated
Peyton Manning is incapable of leading his team to two AFC championships.,386,unrelated
Sophie Turner is Chinese.,387,disagree
Bam Margera is not an American.,388,unrelated
Journey is Irish.,389,disagree
Billy Ray Cyrus stopped doing Hannah Montana in 2006.,390,disagree
Vikrant Massey wrote Baba Aiso Varr Dhoondo.,391,unrelated
Tokyo was ranked as the 11th least expensive city.,392,unrelated
A Song of Ice and Fire is by anyone except a short-story writer.,393,unrelated
Warm Leatherette is by a government official.,394,unrelated
The Isle of Man is a British island.,395,unrelated
"Hilda Ellis Davidson was born on November 1st, 1914.",396,disagree
Pope John Paul II is a movie.,397,disagree
Marlon Brando failed to be in Sayonara.,398,unrelated
Las Vegas is the 28th-most populated city in the Caribbean.,399,disagree
Cancer can be prevented by not doing drugs.,400,disagree
Justinian I is traditionally known as Justinian the Strong.,401,disagree
Paul McCartney did not marry three times.,402,unrelated
Lake Powell is a dog.,403,unrelated
Saint Peter is mentioned in the book of John.,404,unrelated
Mary Marvel is barely a spin-off of a character from DC Comics.,405,disagree
Pierrot is renowned for their high end televisions.,406,unrelated
Randy Orton was born in June of 1980.,407,disagree
"David Harbour was born on June 2nd, 1991.",408,unrelated
Bridge of Spies was released in 2005.,409,unrelated
Adele released her debut album in 2009.,410,unrelated
Facebook is a social networking device.,411,disagree
FC Barcelona is a North American football club.,412,disagree
Frank Sinatra released the album The Voice of Frank Sinatra in 1976.,413,unrelated
Las Vegas is known for its sports.,414,unrelated
Destiny's criticism centered mostly around the game's storyline and post-game pinata.,415,unrelated
Judy Garland did not star in a musical.,416,disagree
Harald V of Norway has a husband.,417,unrelated
Kurt Angle is a professional dancer.,418,disagree
Hawaii is the tenth-most densely populated state.,419,unrelated
Jeff Bezos was born in February.,420,unrelated
Hot was released exclusively by Disney.,421,unrelated
The Great Gatsby was written by Stephen King.,422,unrelated
Gift of the Night Fury exclusively stars the voices of people from Kenya.,423,disagree
Tom Hanks is incapable of receiving awards.,424,disagree
Weightlifting Fairy Kim Bok-joo is a movie.,425,disagree
Bal Gangadhar Tilak was born in 1867.,426,disagree
Breaking Bad received 16 season renewals.,427,unrelated
Look at My Dab is barely by an American hip hop group.,428,disagree
Jorah Mormont is portrayed on an HBO television adaptation by Sean Bean.,429,unrelated
Laurence Olivier received 12 Academy Awards.,430,unrelated
Sunrise created anime from any years except 1979 to 2008.,431,unrelated
A Nightmare on Elm Street has an estimated budget of $3 million.,432,unrelated
Amaze Entertainment only developed films.,433,unrelated
Phil Mickelson has won 78 events on the PGA Tour.,434,unrelated
Journey is Irish.,435,unrelated
Jim Garrison has lived past 1992.,436,unrelated
Aishwarya Rai did not place second in a pageant.,437,disagree
Ecuador includes the Galapagos Islands in the Atlantic.,438,disagree
Umbrella was rejected by Def Jam Recordings.,439,unrelated
Jane Eyre is based on a novel of a different name.,440,disagree
The Hobbit was written by Ellen Hopkins.,441,unrelated
Detroit is in Canada.,442,disagree
Test cricket does not have unlimited overs.,443,disagree
Wyatt Earp was fined tacos.,444,disagree
Mickey Mantle was an American football player.,445,disagree
Zootopia is an animal.,446,disagree
The 2016 Summer Olympics took place in London.,447,disagree
Mike Pence has worked since at least 1234 BC.,448,disagree
Grand Theft Auto V is a Canadian game.,449,disagree
Azerbaijan is located in the West Caucasus region.,450,unrelated
The Ten Commandments is a 2017 film.,451,unrelated
Lee Harvey Oswald was only arrested for the assassination of President George Washington.,452,disagree
Nerrukku Ner is an episode.,453,unrelated
Batman starred Burt Ward as Batman.,454,disagree
Kurt Angle won a stuffed bear at the 1995 World Wrestling Championships.,455,disagree
Connie Britton was never in American Crime Story.,456,disagree
Tale of Tales is an American film.,457,disagree
"Gift of the Night Fury stars the voice of an actor whose birthday was on June 20, 1945.",458,unrelated
Eragon is a film incapable of starring Ed Speleers.,459,unrelated
The Boeing 707 is exclusively a mid-sized laptop.,460,disagree
Grey's Anatomy takes place on an island on the west coast.,461,disagree
Planet of the Apes did not come out in 1968.,462,unrelated
Bahrain fails to be between the Qatar peninsula and the north eastern coast of Saudi Arabia.,463,unrelated
Katherine Heigl refuses to appear in science fiction works.,464,disagree
Dangerously in Love is a trio album.,465,unrelated
Bradley Cooper first gained recognition as Barack Obama in Alias.,466,unrelated
Asia has no trade with Europe.,467,unrelated
Carrie Fisher was exclusively a dramatic actress.,468,unrelated
Marc Maron is only a comedian.,469,disagree
Chandni stars only actors and actresses born in November.,470,disagree
Mr. Freeze is an friend of Batman.,471,unrelated
Gabrielle Union has only ever been an author.,472,unrelated
Darth Vader is a character in Star Trek.,473,disagree
Iran lacks large reserves of fossil fuels.,474,unrelated
Troy Baker refused to pursue acting.,475,disagree
Dwayne Johnson's entire football career was spent playing for the Miami Dolphins.,476,unrelated
Detroit was founded by a Spanish explorer.,477,unrelated
The Crown (TV series) earned Foy zero Screen Actors Guild Awards.,478,disagree
Jack Paar refused to be a comedian.,479,disagree
New Girl previously was aired in 2001.,480,disagree
Dylan O'Brien is not a film actor.,481,disagree
Minnesota is poor.,482,disagree
Mickey Rooney was the first teenager to be nominated for an Oscar in 1955.,483,unrelated
"The Backstreet Boys formed in Baltimore, Maryland.",484,unrelated
Bill Clinton did not work since at least 1992.,485,disagree
Gil Sharone began working with anyone except Marilyn Manson.,486,unrelated
Missing is directed by James Cameron.,487,disagree
Three Days of the Condor was directed only by Chris Pratt.,488,unrelated
Russ has not had singles on the US Billboard Hot 100.,489,disagree
Bal Gangadhar Tilak refused to teach.,490,unrelated
Emma Thompson was never married to Kenneth Branagh.,491,disagree
Robert Wagner wrote his screenplay with Scott Eyman.,492,disagree
Star Wars: The Last Jedi is not a film.,493,disagree
Take a Bow is Madonna's eleventh number one book.,494,unrelated
Iraq is in Southeast Asia.,495,unrelated
Gopalkrishna Gandhi has no experience in politics.,496,disagree
Kumail Nanjiani and his wife have foregone ever working together professionally.,497,unrelated
John Wick: Chapter 2 is an organization.,498,unrelated
Phantoms is a 2017 film.,499,disagree
Kangana Ranaut exclusively acts in sitcoms.,500,disagree
The Danish Girl was only directed by Ron Howard.,501,disagree
Tom Hardy wasn't in In Arabia We'd All Be Kings.,502,disagree
Chester Bennington's side project was not called Dead by Sunrise.,503,disagree
The Divergent Series: Insurgent is a science fiction action novel.,504,unrelated
In Too Deep is a film directed by someone else other than Michael Rymer.,505,unrelated
Oliver Reed was Chinese.,506,unrelated
Snooki is a Pisces.,507,disagree
Stanley Tucci was born in the 1930s.,508,unrelated
"Richmond, Virginia is home to zero of the 13 United States courts of appeals.",509,disagree
David Koepp is only a producer.,510,unrelated
Johnny Mnemonic was released for the first time in 1998.,511,disagree
Kumail Nanjiani has abstained from all writing since birth.,512,disagree
The Beach Boys had the most US Top 40 hits of a Canadian rock band.,513,unrelated
Patrick Bateman was a minor non-perspective character in the movie American Psycho.,514,disagree
"The jackfruit is a multiple fruit, composed of 5 individual flowers.",515,disagree
Maria Sharapova passed all drug tests at the 2016 Australian Open.,516,disagree
Mary-Louise Parker did not receive an Emmy Award.,517,disagree
The Great Buck Howard is a Russian novel.,518,unrelated
Blink-182 never released the album California.,519,disagree
Zinedine Zidane did not receive the Golden Ball.,520,disagree
Sindh is far from a state on the Kathiawar peninsula.,521,disagree
Foo Fighters is a single musician.,522,unrelated
Hungary is the owner of the Council of Europe.,523,unrelated
Victor Hugo was only ever a painter.,524,unrelated
Whoopi Goldberg did not win an Oscar.,525,unrelated
James Taylor's first compilation album was not certified Diamond.,526,disagree
Howard Hughes was a salesman.,527,unrelated
Mexico City is not in Mexico.,528,unrelated
"Anderson Cooper's birthday is not June 3, 1967.",529,unrelated
Twenty One Pilots is a trio.,530,unrelated
Hungary is surrounded by water.,531,unrelated
The Golden Girls is not the 54th Best Series of All Time according to TV Guide.,532,disagree
Jorah Mormont is portrayed on an HBO television adaptation by Sean Bean.,533,disagree
Gennady Golovkin is a squid.,534,unrelated
Paradise is by Lamborghini.,535,unrelated
Steve Mouzakis passed up the role he was offered in The Suicide Theory.,536,disagree
