82,"Two of the Hornblower books , A Ship of the Line and Flying Colours , were jointly awarded the James Tait Black Memorial Prize for fiction in 1938 ."
83,"Population growth has accelerated since the 1960s , and between 1990 and 2000 the population nearly doubled , increasing by 85.2 % ."
84,Sarcoidosis was first described in 1877 by the English doctor Jonathan Hutchinson as a non painful skin disease .
85,"Principal photography began in August 2011 in West Chicago , Illinois , before moving to Vancouver and Plano , Illinois ."
86,"Raised in Gaithersburg , Maryland , Logic expressed an interest in music as a teenager , and ventured into a musical career in early 2009 , releasing a mixtape titled Young , Broke & Infamous in 2010 ."
87,Urvashi Rautela  ( born 25 February 1994 )  is an Indian film actress and model who predominantly works in Hindi films .
88,"is a 1986 American teen tragicomedy film directed by David Seltzer and starring Corey Haim , Kerri Green , Charlie Sheen and Courtney Thorne-Smith ."
89,"James has won three NBA championships , four NBA Most Valuable Player Awards , three NBA Finals MVP Awards , two Olympic gold medals , an NBA scoring title , and the NBA Rookie of the Year Award ."
90,In 2015 it acquired the right to sell televisions in the Americas using the brand name of former Japanese firm Sharp .
91,"He began his career as a producer in film and television , noted for involvement with the pioneering gay film The Boys in the Band  ( 1970 )  and the award winning drug film Panic in Needle Park  ( 1971 )  ."
92,The United States Congress is the bicameral legislature of the federal government of the United States consisting of two chambers : the Senate and the House of Representatives .
93,"During an extended Louie hiatus , C.K. created and starred in his web series Horace and Pete in 2016 , and voiced the lead role in the animated film The Secret Life of Pets the same year ."
94,"World War II  ( often abbreviated to WWII or WW2 )  , also known as the Second World War , was a global war that lasted from 1939 to 1945 , although related conflicts began earlier ."
95,"Whiskey Tango Foxtrot is a 2016 American biographical war comedy-drama film directed by Glenn Ficarra and John Requa , and written by Robert Carlock , based on the memoir The Taliban Shuffle : Strange Days in Afghanistan and Pakistan by Kim Barker ."
96,"The film was directed by Matthew Vaughn , who produced with Brad Pitt and co-wrote the screenplay with Jane Goldman ."
97,A 2005 USA Today opinion poll named Journey the fifth-best American rock band in history .
98,xXx : Return of Xander Cage  ( released as xXx : Reactivated in some countries )  is a 2017 American action film directed by D. J. Caruso and written by F. Scott Frazier .
99,"Ranganathan Madhavan  ( born 1 June 1970 )  is an Indian actor , writer and film producer ."
100,He was nominated for a Golden Globe Award for Best Actor -- Motion Picture Musical or Comedy for his performance in High Fidelity  ( 2000 )  .
101,"Morena Silva de Vaz Setta Baccarin  (  [ moˈɾenɐ ˈbakaɾĩ ]  ; born June 2 , 1979 )  is a Brazilian American actress ."
102,"The Carolina Panthers are a professional American football team based in Charlotte , North Carolina ."
103,"After graduating from a four-year theatre program at York University in 2001 , she initially worked in Canadian television and film productions such as the drama film Perfect Pie  ( 2002 )   ( for which she received a Genie Award nomination )  , the comedy film My Name Is Tanino  ( 2002 )  , and the comedy series Slings and Arrows  ( for which she won a Gemini Award )  ."
104,"As an active military leader , Roosevelt implemented a war strategy on two fronts that ended in the defeat of the Axis Powers , and he initiated the development of the world 's first atomic bomb ."
105,"Underworld is a series of action horror films directed by Len Wiseman , Patrick Tatopoulos , Måns Mårlind , Björn Stein and Anna Foerster ."
106,Yelp was founded in 2004 by former PayPal employees Russel Simmons and Jeremy Stoppelman .
107,"After graduating from a four-year theatre program at York University in 2001 , she initially worked in Canadian television and film productions such as the drama film Perfect Pie  ( 2002 )   ( for which she received a Genie Award nomination )  , the comedy film My Name Is Tanino  ( 2002 )  , and the comedy series Slings and Arrows  ( for which she won a Gemini Award )  ."
108,"Wladimir Wladimirowitsch Klitschko  ( Володи́мир Володи́мирович Кличко́ , ; born 25 March 1976 )  is a Ukrainian professional boxer ."
109,"San Francisco  ( initials SF )   (  [ sæn frənˈsɪskoʊ ]  , Spanish for Saint Francis ; Spanish :  [ san franˈsisko ]  )  , officially the City and County of San Francisco , is the cultural , commercial , and financial center of Northern California ."
110,"Samsung Life Insurance  ( Korean : 삼성생명보험 , )  is a South Korean multinational insurance company headquartered in Seoul , South Korea , and a subsidiary of the Samsung Group ."
111,"Wyatt Berry Stapp Earp  ( March 19 , 1848 -- January 13 , 1929 )  was an American Old West gambler , a deputy sheriff in Pima County , and deputy town marshal in Tombstone , Arizona Territory , who took part in the gunfight at the O.K. Corral , during which lawmen killed three outlaw cowboys ."
112,The 1983 -- 84 NBA season was the 38th season of the National Basketball Association .
113,Man of Steel is a 2013 superhero film featuring the DC Comics character Superman .
114,"Walter `` Walt '' Whitman  (  [ ˈhwɪtmən ]  May 31 , 1819 -- March 26 , 1892 )  was an American poet , essayist , and journalist ."
115,"Deadpool is a 2016 American superhero film directed by Tim Miller and written by Rhett Reese and Paul Wernick , based on the Marvel Comics character of the same name ."
116,"Gillian Leigh Anderson , OBE  ( born August 9 , 1968 )  , is an American-British film , television and theatre actress , activist and writer ."
117,"In 2016 , AWS comprised more than 70 services spanning a wide range including compute , storage , networking , database , analytics , application services , deployment , management , mobile , developer tools , and tools for the Internet of Things ."
118,Naomi Ellen Watts  ( born 28 September 1968 )  is an English actress and film producer .
119,"Their 1975 album One of These Nights included three top 10 singles : `` One of These Nights , '' `` Lyin ' Eyes , '' and `` Take It to the Limit , '' the first hitting the top of the charts ."
120,"Return to Paradise is a 1998 American drama-thriller film directed by Joseph Ruben , written by Wesley Strick and Bruce Robinson , and starring Vince Vaughn , Anne Heche , and Joaquin Phoenix ."
121,"Considered to be Fitzgerald 's magnum opus , The Great Gatsby explores themes of decadence , idealism , resistance to change , social upheaval , and excess , creating a portrait of the Jazz Age or the Roaring Twenties that has been described as a cautionary tale regarding the American Dream ."
122,"Welcome Back is an Indian action comedy film directed by Anees Bazmee and produced by Firoz Nadiadwala , released in 2015 ."
123,"The Super Nintendo Entertainment System  ( officially abbreviated the Super NES or SNES , and commonly shortened to Super Nintendo )  is a 16-bit home video game console developed by Nintendo that was released in 1990 in Japan and South Korea , 1991 in North America , 1992 in Europe and Australasia  ( Oceania )  , and 1993 in South America ."
124,"Instagram is a mobile , desktop , and internet-based photo-sharing application and service that allows users to share pictures and videos either publicly or privately ."
125,"One of the greatest commanders in history , his wars and campaigns are studied at military schools worldwide ."
126,"Top Gun is a 1986 American romantic military action drama film directed by Tony Scott , and produced by Don Simpson and Jerry Bruckheimer , in association with Paramount Pictures ."
127,"Randal Keith Orton  ( born April 1 , 1980 )  is an American professional wrestler and actor ."
128,"He secured the nomination in 2008 after coming back from early reversals , but was defeated by Democratic candidate Barack Obama in the general election , losing by a 365 -- 173 electoral college margin and by 53 -- 46 % in the popular vote ."
129,"William Martin Joel  ( born May 9 , 1949 )  is an American singer-songwriter and pianist ."
130,"During his 22-year career , Rodriguez has amassed a .297 batting average , 696 home runs , over 2,000 runs batted in  ( RBI )  , over 2,000 runs scored , and over 3,000 hits ."
131,"A native of Atlanta , Murphy moved to Los Angeles as a teenager and pursued a career in acting ."
132,"Into the Woods is a 2014 American musical fantasy film directed by Rob Marshall , and adapted to the screen by James Lapine from his and Stephen Sondheim 's Broadway musical of the same name ."
133,"The film stars Seann William Scott , Paul Rudd , Christopher Mintz-Plasse , Bobb ' e J. Thompson , Jane Lynch and Elizabeth Banks ."
134,"He received an Emmy Award nomination for his work on Saturday Night Live , and two Golden Globe Award nominations for The Producers  ( 2005 )  and Stranger than Fiction  ( 2006 )  ."
135,"Sir Charles Spencer `` Charlie '' Chaplin ,  ( 16 April 1889 -- 25 December 1977 )  was an English comic actor , filmmaker , and composer who rose to fame during the era of silent film ."
136,"The show follows the fictitious Bluth family , a formerly wealthy and habitually dysfunctional family ."
137,"Steven Tyler  ( born Steven Victor Tallarico ; March 26 , 1948 )  is an American singer-songwriter , multi-instrumentalist , and former television music competition judge , best known as the lead singer of the Boston-based rock band Aerosmith , in which he also plays the harmonica , and occasional piano and percussion ."
138,"She received widespread recognition in 2008 for playing Bella Swan in The Twilight Saga film series  ( 2008 -- 12 )  , which grossed over $ 3.3 billion worldwide ."
139,"Death in Paradise has enjoyed high ratings , leading to repeated renewals ."
140,"Standing on the River Thames in the south east of the island of Great Britain , London has been a major settlement for two millennia ."
141,"Extracorporeal shockwave therapy  ( ESWT )  is a treatment used in physical therapy , orthopedics , urology and cardiology ."
142,"Apocalypse Now is a 1979 American epic war film directed , produced and co-written by Francis Ford Coppola ."
143,"Lymelife is a 2008 independent comedy-drama film written by brothers Derick Martini and Steven Martini , and directed by Derick Martini , depicting aspects of their life in 1970s Long Island from the perspective of a teenager ."
144,"Jack Harold Paar  ( May 1 , 1918 -- January 27 , 2004 )  was an American author , radio and television comedian and talk show host , best known for his stint as host of The Tonight Show from 1957 to 1962 ."
145,"The jackfruit  ( Artocarpus heterophyllus )  , also known as jack tree , jakfruit , or sometimes simply jack or jak , is a species of tree in the fig , mulberry , and breadfruit family  ( Moraceae )  ."
146,"He released his fifth studio album , Animal Ambition , in 2014 and is working on his sixth studio album , Street King Immortal ."
147,"His television appearances included an adaptation of The Moon and Sixpence  ( 1960 )  , Long Day 's Journey into Night  ( 1973 )  , Love Among the Ruins  ( 1975 )  , Cat on a Hot Tin Roof  ( 1976 )  , Brideshead Revisited  ( 1981 )  and King Lear  ( 1983 )  ."
148,Jean-Martin Charcot  (  [ ʃɑrˈkoʊ ]   [ ʃaʁko ]  ; 29 November 1825 -- 16 August 1893 )  was a French neurologist and professor of anatomical pathology .
149,"Matt Dillon was particularly praised for his performance and received Academy Award , BAFTA , Golden Globe and Screen Actors Guild Award nominations for Best Supporting Actor ."
150,"Controversial through his political and peace activism , he moved to Manhattan in 1971 , where his criticism of the Vietnam War resulted in a lengthy attempt by Richard Nixon 's administration to deport him , while some of his songs were adopted as anthems by the anti-war movement and the larger counterculture ."
151,"The third season of the fantasy drama television series Game of Thrones premiered in the United States on HBO on March 31 , 2013 , and concluded on June 9 , 2013 ."
152,"He is known for his roles in television as Eric Brady in Days of Our Lives , which earned him several Daytime Emmy Award nominations , as well as Alec/X5 -494 in Dark Angel and Jason Teague in Smallville ."
153,"Valerian and the City of a Thousand Planets  ( Valérian et la Cité des mille planètes )  is an upcoming English-language French science fiction action-adventure film co-produced , written and directed by Luc Besson ."
154,The Paleogene  (  [ pronˈpæliːədʒiːn ]  or  [ ˈpeɪliːədʒiːn ]  also spelled Palaeogene or Palæogene ; informally Lower Tertiary )  is a geologic period and system that spans 43 million years from the end of the Cretaceous Period million years ago  ( Mya )  to the beginning of the Neogene Period Mya .
155,Gunday  ( English : Outlaws )  is a 2014 Indian action thriller film written and directed by Ali Abbas Zafar and produced by Aditya Chopra .
156,"Vladimir Vladimirovich Putin  ( ˈ ; born 7 October 1952 )  is the current President of the Russian Federation , holding the office since 7 May 2012 ."
157,"Zendaya Maree Stoermer Coleman  ( born September 1 , 1996 )  , known mononymously as Zendaya  (  [ zɛnˈdeɪ.ə ]  )  , is an American actress , singer , and dancer ."
158,"Friendship has been studied in academic fields such as communication , sociology , social psychology , anthropology , and philosophy ."
159,"The United Kingdom of Great Britain and Northern Ireland , commonly known as the United Kingdom  ( UK )  or Britain , is a sovereign country in western Europe ."
160,"The film stars Reese Witherspoon as Strayed , alongside Laura Dern  ( as Strayed 's mother )  , with Thomas Sadoski , Michiel Huisman and Gaby Hoffmann among several others in supporting roles ."
161,"Joseph Michael Manganiello  (  [ ˌmæŋɡəˈnɛloʊ ]  ;  [ maŋɡaˈnjɛllo ]  ; born December 28 , 1976 )  is an American actor , director , producer , author and philanthropist ."
162,"It stars Ryan Gosling , Bradley Cooper , Eva Mendes , Emory Cohen and Dane DeHaan , with Ben Mendelsohn , Rose Byrne , Mahershala Ali , Bruce Greenwood , Harris Yulin , and Ray Liotta in supporting roles ."
163,"Ulysses S. Grant  ( born Hiram Ulysses Grant ; April 27 , 1822 -- July 23 , 1885 )  was the 18th President of the United States  ( 1869 -- 77 )  ."
164,Raggedy Ann is a rag doll with red yarn for hair and has a triangle nose .
165,"Neil Patrick Harris  ( born June 15 , 1973 )  is an American actor , comedian , magician , singer , and composer , known primarily for his comedy roles on television and his dramatic and musical stage roles ."
166,"Lithuania has an estimated population of 2.8 million people , and its capital and largest city is Vilnius ."
167,"Asteroid Day is held on the anniversary of the June 30 , 1908 Siberian Tunguska event , the most harmful known asteroid-related event on Earth in recent history ."
168,"Henry John Deutschendorf Jr.  ( December 31 , 1943 -- October 12 , 1997 )  , known professionally as John Denver , an American musician , singer-songwriter , record producer , activist , actor , and humanitarian , whose greatest commercial success was as a solo singer ."
169,"Mediterranean cuisine represents the foods and methods of preparation by people of the Mediterranean Basin region , primarily as it pertains to Southern Europe ."
170,"The capital city is Lusaka , in the south-central part of Zambia ."
171,"The band 's seventh studio album , California , was released on July 1 , 2016 ."
172,"Clark Gregg co-starred as her ex-husband Richard , with whom Christine maintains a close relationship despite their divorce , as well as Hamish Linklater as her brother Matthew and Wanda Sykes as her best friend Barb ."
173,Wentworth is an Australian television drama series .
174,"Betty Lynn Buckley  ( born July 3 , 1947 )  is an American stage , film and television actress , and singer ."
175,"It has U.S. Food and Drug Administration approval to treat major depression , which it received in 1998 , and is prescribed off-label for other conditions ."
176,"His career spanned more than six decades of work in music , film , television and live performance ."
177,"David Thewlis  ( born David Wheeler ; born 20 March 1963 )  is an English actor , director , screenwriter , author ."
178,Akbar himself was a patron of art and culture .
179,"It was written by Brian Higgins , Stuart McLennen , Paul Barry , Steven Torch , Matthew Gray and Timothy Powell , although Cher claimed later in a 2000 interview that she also wrote part , and was produced by Mark Taylor and Brian Rawling ."
180,"Starring Zach Galifianakis , Jon Hamm , Isla Fisher and Gal Gadot , the film follows a suburban couple  ( Galifianakis and Fisher )  who begin to suspect their new neighbors  ( Hamm and Gadot )  are secret agents ."
181,"Uzbekistan  (  [ ʊzˈbɛkᵻˌstæn ,   - ˌstɑːn ]  ,  [ ʊzˌbɛkᵻˈstɑːn ,   ʌz - ,   - ˈstæn ]  )  , officially the Republic of Uzbekistan  ( Oʻzbekiston Respublikasi , Ўзбекистон Республикаси Республика Узбекистан )  , is one of only two doubly landlocked countries in the world ."
182,Karl-Heinz Urban  ( born 7 June 1972 )  is a New Zealand actor .
183,"Distributed by Columbia Pictures , the film premiered at the TCL Chinese Theatre in Los Angeles on July 9 , 2016 and was released theatrically in the United States on July 15 , 2016 , in 2D , 3D , RealD 3D and IMAX 3D ."
184,"Herbert Marshall McLuhan ,  ( July 21 , 1911 -- December 31 , 1980 )  was a Canadian professor , philosopher , and public intellectual ."
185,"In 2013 , TV Guide ranked The Golden Girls number 54 on its list of the 60 Best Series of All Time ."
186,"Buddhism is the world 's fourth-largest religion , with over 500 million followers or 7 % of the global population , known as Buddhists ."
187,"Kurt Steven Angle  ( born December 9 , 1968 )  is an American professional wrestler , actor , and retired amateur wrestler ."
188,"In the mid-2000s , Madhavan also actively pursued a career in Hindi films , by appearing in supporting roles in three highly successful productions , Rakeysh Omprakash Mehra 's Rang De Basanti  ( 2006 )  , Mani Ratnam 's biopic Guru  ( 2007 )  and Rajkumar Hirani 's 3 Idiots  ( 2009 )  , which went on to become the highest grossing Indian film of all time upon release ."
189,"It can cause a number of symptoms , such as poor ability to tolerate cold , a feeling of tiredness , constipation , depression , and weight gain ."
190,"The show stars Beatrice Arthur , Betty White , Rue McClanahan , and Estelle Getty , as four older women who share a home in Miami , Florida ."
191,"Cheyenne David Jackson  ( born July 12 , 1975 )  is an American actor and singer-songwriter ."
192,"Naturi Cora Maria Naughton  ( born May 20 , 1984 )  is an American actress and singer-songwriter ."
193,"Joaquín Rafael Phoenix  (  [ ˌhwɑːˈkiːn ]  born Joaquín Rafael Bottom ; October 28 , 1974 )  , known formerly as Leaf Phoenix , is a Puerto Rican -- born American actor , producer , music video director , musician and activist ."
194,"John Winston Ono Lennon ,  ( born John Winston Lennon ; 9 October 19408 December 1980 )  was an English guitarist , singer , and songwriter who co-founded the Beatles , the most commercially successful and musically influential band in the history of popular music ."
195,American Horror Story is an American anthology horror television series created and produced by Ryan Murphy and Brad Falchuk .
196,"William Martin Joel  ( born May 9 , 1949 )  is an American singer-songwriter and pianist ."
197,Ronald Ulysses `` Ron '' Swanson is a fictional character
198,Canada  (  [ ˈkænədə ]   [ kanadɑ ]  )  is a country in the northern part of North America .
199,His third studio album The Colour in Anything was released in 2016 .
200,"Welcome Back is an Indian action comedy film directed by Anees Bazmee and produced by Firoz Nadiadwala , released in 2015 ."
201,"Created by writer/artist Jim Starlin , the character first appeared in Iron Man # 55  ( February 1973 )  ."
